"dx","severity","issbr"
"S46891",1,"Extremities"
"S46892",1,"Extremities"
"S46901",1,"Extremities"
"S46909",1,"Extremities"
"S46911",1,"Extremities"
"S46912",1,"Extremities"
"S46919",1,"Extremities"
"S46922",1,"Extremities"
"S46929",2,"Extremities"
"S46992",1,"Extremities"
"S46999",1,"Extremities"
"S471",4,"Extremities"
"S472",1,"Extremities"
"S479",1,"Extremities"
"S48011",1,"Extremities"
"S48111",1,"Extremities"
"S48112",1,"Extremities"
"S48121",3,"Extremities"
"S48122",1,"Extremities"
"S48921",1,"Extremities"
"S48929",1,"Extremities"
"S49001",1,"Extremities"
"S49002",1,"Extremities"
"S49011",1,"Extremities"
"S49021",1,"Extremities"
"S49022",1,"Extremities"
"S49091",1,"Extremities"
"S49092",1,"Extremities"
"S49099",5,"Extremities"
"S49101",1,"Extremities"
"S49121",1,"Extremities"
"S49131",1,"Extremities"
"S49132",1,"Extremities"
"S49141",1,"Extremities"
"S49191",1,"Extremities"
"S49192",1,"Extremities"
"S4980",2,"Extremities"
"S4981",4,"Extremities"
"S4982",1,"Extremities"
"S4990",2,"Extremities"
"S4991",1,"Extremities"
"S4992",2,"Extremities"
"S5000",1,"Extremities"
"S5001",1,"Extremities"
"S5002",1,"Extremities"
"S5010",2,"Extremities"
"S5011",2,"Extremities"
"S5012",2,"Extremities"
"S50311",1,"Extremities"
"S50312",1,"Extremities"
"S50319",2,"Extremities"
"S50351",1,"Extremities"
"S50352",1,"Extremities"
"S50359",1,"Extremities"
"S50372",1,"Extremities"
"S50811",1,"Extremities"
"S50812",1,"Extremities"
"S50819",1,"Extremities"
"S50851",1,"Extremities"
"S50852",1,"Extremities"
"S50871",5,"Extremities"
"S50872",1,"Extremities"
"S50901",1,"Extremities"
"S50902",1,"Extremities"
"S50911",1,"Extremities"
"S50912",1,"Extremities"
"S51001",1,"Extremities"
"S51002",1,"Extremities"
"S51009",2,"Extremities"
"S51011",1,"Extremities"
"S51012",2,"Extremities"
"S51019",1,"Extremities"
"S51021",1,"Extremities"
"S51022",1,"Extremities"
"S51029",1,"Extremities"
"S51031",1,"Extremities"
"S51032",1,"Extremities"
"S51039",1,"Extremities"
"S51041",1,"Extremities"
"S51042",1,"Extremities"
"S51051",1,"Extremities"
"S51052",1,"Extremities"
"S51801",2,"Extremities"
"S51802",1,"Extremities"
"S51809",2,"Extremities"
"S51811",1,"Extremities"
"S51812",1,"Extremities"
"S51819",2,"Extremities"
"S51821",3,"Extremities"
"S51822",1,"Extremities"
"S51829",1,"Extremities"
"S51831",2,"Extremities"
"S51832",2,"Extremities"
"S51839",1,"Extremities"
"S51841",1,"Extremities"
"S51842",2,"Extremities"
"S51849",1,"Extremities"
"S51851",1,"Extremities"
"S51852",1,"Extremities"
"S52001",1,"Extremities"
"S52002",1,"Extremities"
"S52009",4,"Extremities"
"S52011",1,"Extremities"
"S52012",1,"Extremities"
"S52021",1,"Extremities"
"S52022",1,"Extremities"
"S52023",1,"Extremities"
"S52024",1,"Extremities"
"S52025",1,"Extremities"
"S52026",1,"Extremities"
"S52031",1,"Extremities"
"S52032",1,"Extremities"
"S52033",1,"Extremities"
"S52034",1,"Extremities"
"S52035",1,"Extremities"
"S52036",1,"Extremities"
"S52041",1,"Extremities"
"S52042",1,"Extremities"
"S52043",1,"Extremities"
"S52044",1,"Extremities"
"S52045",1,"Extremities"
"S52046",1,"Extremities"
"S52091",1,"Extremities"
"S52092",1,"Extremities"
"S52099",5,"Extremities"
"S52101",1,"Extremities"
"S52102",1,"Extremities"
"S52109",2,"Extremities"
"S52111",1,"Extremities"
"S52112",1,"Extremities"
"S52121",1,"Extremities"
"S52122",1,"Extremities"
"S52123",3,"Extremities"
"S52124",1,"Extremities"
"S52125",1,"Extremities"
"S52126",1,"Extremities"
"S52131",1,"Extremities"
"S52132",1,"Extremities"
"S52133",1,"Extremities"
"S52134",1,"Extremities"
"S52135",1,"Extremities"
"S52136",5,"Extremities"
"S52181",1,"Extremities"
"S52182",1,"Extremities"
"S52201",1,"Extremities"
"S52202",1,"Extremities"
"S52209",3,"Extremities"
"S52211",1,"Extremities"
"S52212",1,"Extremities"
"S52221",1,"Extremities"
"S52222",1,"Extremities"
"S52223",5,"Extremities"
"S52224",1,"Extremities"
"S52225",1,"Extremities"
"S52231",1,"Extremities"
"S52232",1,"Extremities"
"S52233",1,"Extremities"
"S52234",1,"Extremities"
"S52235",1,"Extremities"
"S52241",1,"Extremities"
"S52242",1,"Extremities"
"S52243",1,"Extremities"
"S52251",1,"Extremities"
"S52252",1,"Extremities"
"S52253",2,"Extremities"
"S52254",1,"Extremities"
"S52255",1,"Extremities"
"S52261",1,"Extremities"
"S52262",2,"Extremities"
"S52263",3,"Extremities"
"S52264",1,"Extremities"
"S52265",1,"Extremities"
"S52271",1,"Extremities"
"S52272",2,"Extremities"
"S52279",5,"Extremities"
"S52291",1,"Extremities"
"S52292",1,"Extremities"
"S52301",1,"Extremities"
"S52302",1,"Extremities"
"S52309",5,"Extremities"
"S52311",1,"Extremities"
"S52312",1,"Extremities"
"S52321",1,"Extremities"
"S52322",1,"Extremities"
"S52323",5,"Extremities"
"S52324",1,"Extremities"
"S52325",1,"Extremities"
"S52331",1,"Extremities"
"S52332",1,"Extremities"
"S52334",1,"Extremities"
"S52335",1,"Extremities"
"S52341",1,"Extremities"
"S52342",1,"Extremities"
"S52351",1,"Extremities"
"S52352",1,"Extremities"
"S52353",1,"Extremities"
"S52354",1,"Extremities"
"S52355",1,"Extremities"
"S52361",1,"Extremities"
"S52364",1,"Extremities"
"S52365",1,"Extremities"
"S52371",1,"Extremities"
"S52372",1,"Extremities"
"S52382",1,"Extremities"
"S52391",1,"Extremities"
"S52392",1,"Extremities"
"S52501",1,"Extremities"
"S52502",1,"Extremities"
"S52509",3,"Extremities"
"S52511",1,"Extremities"
"S52512",1,"Extremities"
"S52513",1,"Extremities"
"S52514",1,"Extremities"
"S52515",1,"Extremities"
"S52516",1,"Extremities"
"S52521",1,"Extremities"
"S52522",1,"Extremities"
"S52529",1,"Extremities"
"S52531",1,"Extremities"
"S52532",1,"Extremities"
"S52539",1,"Extremities"
"S52541",1,"Extremities"
"S52542",1,"Extremities"
"S52551",1,"Extremities"
"S52552",1,"Extremities"
"S52559",1,"Extremities"
"S52561",1,"Extremities"
"S52562",1,"Extremities"
"S52569",2,"Extremities"
"S52571",1,"Extremities"
"S52572",1,"Extremities"
"S52579",1,"Extremities"
"S52591",1,"Extremities"
"S52592",1,"Extremities"
"S52601",1,"Extremities"
"S52602",1,"Extremities"
"S52609",5,"Extremities"
"S52611",1,"Extremities"
"S52612",1,"Extremities"
"S52613",1,"Extremities"
"S52614",1,"Extremities"
"S52615",1,"Extremities"
"S52621",1,"Extremities"
"S52622",1,"Extremities"
"S52691",1,"Extremities"
"S52692",1,"Extremities"
"S52699",3,"Extremities"
"S5290",5,"Extremities"
"S5291",2,"Extremities"
"S5292",2,"Extremities"
"S53001",1,"Extremities"
"S53002",1,"Extremities"
"S53003",1,"Extremities"
"S53004",1,"Extremities"
"S53005",1,"Extremities"
"S53006",3,"Extremities"
"S53011",1,"Extremities"
"S53012",1,"Extremities"
"S53014",1,"Extremities"
"S53015",1,"Extremities"
"S53016",1,"Extremities"
"S53021",1,"Extremities"
"S53022",1,"Extremities"
"S53024",1,"Extremities"
"S53025",1,"Extremities"
"S53026",1,"Extremities"
"S53031",1,"Extremities"
"S53032",1,"Extremities"
"S53091",1,"Extremities"
"S53092",1,"Extremities"
"S53093",1,"Extremities"
"S53094",1,"Extremities"
"S53095",1,"Extremities"
"S53096",1,"Extremities"
"S53101",1,"Extremities"
"S53102",3,"Extremities"
"S53103",1,"Extremities"
"S53104",1,"Extremities"
"S53105",2,"Extremities"
"S53106",5,"Extremities"
"S53114",1,"Extremities"
"S53121",1,"Extremities"
"S53122",1,"Extremities"
"S53124",1,"Extremities"
"S53125",1,"Extremities"
"S53132",1,"Extremities"
"S53134",1,"Extremities"
"S53135",1,"Extremities"
"S53136",1,"Extremities"
"S53141",1,"Extremities"
"S53144",1,"Extremities"
"S53145",1,"Extremities"
"S53192",1,"Extremities"
"S53194",2,"Extremities"
"S53195",1,"Extremities"
"S5320",1,"Extremities"
"S5321",1,"Extremities"
"S5322",1,"Extremities"
"S5330",1,"Extremities"
"S5331",1,"Extremities"
"S5332",1,"Extremities"
"S53401",1,"Extremities"
"S53402",1,"Extremities"
"S53409",1,"Extremities"
"S53421",1,"Extremities"
"S53422",1,"Extremities"
"S53431",1,"Extremities"
"S53432",1,"Extremities"
"S53442",1,"Extremities"
"S53449",1,"Extremities"
"S53492",1,"Extremities"
"S5400",1,"Extremities"
"S5401",1,"Extremities"
"S5402",1,"Extremities"
"S5410",1,"Extremities"
"S5411",1,"Extremities"
"S5412",1,"Extremities"
"S5420",1,"Extremities"
"S5421",1,"Extremities"
"S5422",1,"Extremities"
"S5430",1,"Extremities"
"S5431",1,"Extremities"
"S5432",1,"Extremities"
"S548",1,"Extremities"
"S5492",1,"Extremities"
"S55001",1,"Extremities"
"S55002",1,"Extremities"
"S55009",1,"Extremities"
"S55011",1,"Extremities"
"S55012",1,"Extremities"
"S55019",1,"Extremities"
"S55091",1,"Extremities"
"S55092",1,"Extremities"
"S55101",1,"Extremities"
"S55102",1,"Extremities"
"S55111",1,"Extremities"
"S55112",3,"Extremities"
"S55119",1,"Extremities"
"S55191",1,"Extremities"
"S55192",1,"Extremities"
"S55211",1,"Extremities"
"S55212",3,"Extremities"
"S55812",1,"Extremities"
"S55891",1,"Extremities"
"S55892",1,"Extremities"
"S55911",1,"Extremities"
"S56021",1,"Extremities"
"S56022",1,"Extremities"
"S56101",1,"Extremities"
"S56103",1,"Extremities"
"S56121",1,"Extremities"
"S56122",1,"Extremities"
"S56123",1,"Extremities"
"S56124",1,"Extremities"
"S56125",1,"Extremities"
"S56126",1,"Extremities"
"S56127",1,"Extremities"
"S56128",1,"Extremities"
"S56129",1,"Extremities"
"S56191",1,"Extremities"
"S56199",1,"Extremities"
"S56201",1,"Extremities"
"S56202",1,"Extremities"
"S56211",1,"Extremities"
"S56212",1,"Extremities"
"S56221",1,"Extremities"
"S56222",1,"Extremities"
"S56291",1,"Extremities"
"S56292",1,"Extremities"
"S56321",1,"Extremities"
"S56322",1,"Extremities"
"S56329",1,"Extremities"
"S56391",1,"Extremities"
"S56401",1,"Extremities"
"S56419",1,"Extremities"
"S56421",1,"Extremities"
"S56422",1,"Extremities"
"S56423",1,"Extremities"
"S56424",1,"Extremities"
"S56425",1,"Extremities"
"S56426",1,"Extremities"
"S56427",1,"Extremities"
"S56428",1,"Extremities"
"S56429",1,"Extremities"
"S56492",1,"Extremities"
"S56501",1,"Extremities"
"S56502",1,"Extremities"
"S56521",1,"Extremities"
"S56522",1,"Extremities"
"S56591",1,"Extremities"
"S56592",1,"Extremities"
"S56811",1,"Extremities"
"S56821",1,"Extremities"
"S56822",1,"Extremities"
"S56891",1,"Extremities"
"S56892",1,"Extremities"
"S56901",1,"Extremities"
"S56902",1,"Extremities"
"S56912",1,"Extremities"
"S56921",1,"Extremities"
"S56922",1,"Extremities"
"S56929",1,"Extremities"
"S56992",1,"Extremities"
"S5701",2,"Extremities"
"S5702",2,"Extremities"
"S5780",1,"Extremities"
"S5781",1,"Extremities"
"S5782",1,"Extremities"
"S58011",1,"Extremities"
"S58012",1,"Extremities"
"S58021",1,"Extremities"
"S58022",1,"Extremities"
"S58029",1,"Extremities"
"S58111",1,"Extremities"
"S58112",1,"Extremities"
"S58121",1,"Extremities"
"S58122",3,"Extremities"
"S58129",1,"Extremities"
"S58911",1,"Extremities"
"S58921",5,"Extremities"
"S58929",1,"Extremities"
"S59001",1,"Extremities"
"S59002",2,"Extremities"
"S59011",1,"Extremities"
"S59012",1,"Extremities"
"S59021",1,"Extremities"
"S59022",1,"Extremities"
"S59032",1,"Extremities"
"S59041",1,"Extremities"
"S59042",1,"Extremities"
"S59091",1,"Extremities"
"S59092",1,"Extremities"
"S59109",1,"Extremities"
"S59111",1,"Extremities"
"S59122",1,"Extremities"
"S59192",1,"Extremities"
"S59201",1,"Extremities"
"S59202",1,"Extremities"
"S59209",1,"Extremities"
"S59211",1,"Extremities"
"S59212",1,"Extremities"
"S59221",1,"Extremities"
"S59222",1,"Extremities"
"S59231",1,"Extremities"
"S59232",1,"Extremities"
"S59241",1,"Extremities"
"S59291",2,"Extremities"
"S59292",1,"Extremities"
"S59801",1,"Extremities"
"S59802",1,"Extremities"
"S59809",3,"Extremities"
"S59811",1,"Extremities"
"S59812",1,"Extremities"
"S59901",1,"Extremities"
"S59902",1,"Extremities"
"S59911",4,"Extremities"
"S59912",1,"Extremities"
"S59919",1,"Extremities"
"S6000",1,"Extremities"
"S60011",1,"Extremities"
"S60012",1,"Extremities"
"S60021",1,"Extremities"
"S60022",1,"Extremities"
"S60029",1,"Extremities"
"S60031",1,"Extremities"
"S60032",1,"Extremities"
"S60039",1,"Extremities"
"S60041",2,"Extremities"
"S60042",1,"Extremities"
"S60051",1,"Extremities"
"S60052",1,"Extremities"
"S6010",3,"Extremities"
"S60111",1,"Extremities"
"S60141",1,"Extremities"
"S60142",1,"Extremities"
"S60152",1,"Extremities"
"S60211",2,"Extremities"
"S60212",1,"Extremities"
"S60219",2,"Extremities"
"S60221",1,"Extremities"
"S60222",2,"Extremities"
"S60229",1,"Extremities"
"S60311",1,"Extremities"
"S60312",1,"Extremities"
"S60319",1,"Extremities"
"S60351",1,"Extremities"
"S60391",1,"Extremities"
"S60410",1,"Extremities"
"S60411",2,"Extremities"
"S60412",2,"Extremities"
"S60413",1,"Extremities"
"S60414",2,"Extremities"
"S60415",4,"Extremities"
"S60416",1,"Extremities"
"S60417",1,"Extremities"
"S60418",1,"Extremities"
"S60419",2,"Extremities"
"S60429",1,"Extremities"
"S60453",1,"Extremities"
"S60456",1,"Extremities"
"S60475",1,"Extremities"
"S60511",1,"Extremities"
"S60512",1,"Extremities"
"S60519",1,"Extremities"
"S60551",3,"Extremities"
"S60552",1,"Extremities"
"S60571",1,"Extremities"
"S60572",1,"Extremities"
"S60811",1,"Extremities"
"S60812",1,"Extremities"
"S60819",1,"Extremities"
"S60851",1,"Extremities"
"S60911",5,"Extremities"
"S60912",1,"Extremities"
"S60922",1,"Extremities"
"S60929",1,"Extremities"
"S60943",1,"Extremities"
"S61001",1,"Extremities"
"S61002",1,"Extremities"
"S61009",1,"Extremities"
"S61011",1,"Extremities"
"S61012",1,"Extremities"
"S61019",1,"Extremities"
"S61021",1,"Extremities"
"S61031",1,"Extremities"
"S61032",2,"Extremities"
"S61039",1,"Extremities"
"S61041",5,"Extremities"
"S61051",1,"Extremities"
"S61052",1,"Extremities"
"S61101",1,"Extremities"
"S61102",1,"Extremities"
"S61109",1,"Extremities"
"S61111",1,"Extremities"
"S61112",1,"Extremities"
"S61121",1,"Extremities"
"S61131",1,"Extremities"
"S61132",1,"Extremities"
"S61152",1,"Extremities"
"S61200",1,"Extremities"
"S61201",1,"Extremities"
"S61202",1,"Extremities"
"S61203",1,"Extremities"
"S61204",1,"Extremities"
"S61205",1,"Extremities"
"S61206",5,"Extremities"
"S61207",1,"Extremities"
"S61208",1,"Extremities"
"S61209",3,"Extremities"
"S61210",1,"Extremities"
"S61211",1,"Extremities"
"S61212",1,"Extremities"
"S61213",1,"Extremities"
"S61214",1,"Extremities"
"S61215",1,"Extremities"
"S61216",1,"Extremities"
"S61217",1,"Extremities"
"S61218",2,"Extremities"
"S61219",1,"Extremities"
"S61220",1,"Extremities"
"S61221",1,"Extremities"
"S61222",1,"Extremities"
"S61223",1,"Extremities"
"S61224",1,"Extremities"
"S61225",1,"Extremities"
"S61227",3,"Extremities"
"S61229",1,"Extremities"
"S61230",1,"Extremities"
"S61231",1,"Extremities"
"S61232",1,"Extremities"
"S61233",1,"Extremities"
"S61234",1,"Extremities"
"S61235",1,"Extremities"
"S61237",1,"Extremities"
"S61239",1,"Extremities"
"S61240",1,"Extremities"
"S61241",1,"Extremities"
"S61242",1,"Extremities"
"S61243",1,"Extremities"
"S61244",1,"Extremities"
"S61245",1,"Extremities"
"S61247",1,"Extremities"
"S61250",1,"Extremities"
"S61251",5,"Extremities"
"S61252",1,"Extremities"
"S61253",1,"Extremities"
"S61254",1,"Extremities"
"S61255",1,"Extremities"
"S61257",1,"Extremities"
"S61258",1,"Extremities"
"S61259",1,"Extremities"
"S61300",1,"Extremities"
"S61301",1,"Extremities"
"S61302",1,"Extremities"
"S61303",1,"Extremities"
"S61304",1,"Extremities"
"S61307",1,"Extremities"
"S61308",1,"Extremities"
"S61309",1,"Extremities"
"S61310",1,"Extremities"
"S61311",1,"Extremities"
"S61312",1,"Extremities"
"S61313",1,"Extremities"
"S61314",1,"Extremities"
"S61315",1,"Extremities"
"S61316",1,"Extremities"
"S61317",1,"Extremities"
"S61318",1,"Extremities"
"S61319",1,"Extremities"
"S61321",1,"Extremities"
"S61323",1,"Extremities"
"S61324",1,"Extremities"
"S61325",1,"Extremities"
"S61326",1,"Extremities"
"S61327",1,"Extremities"
"S61335",1,"Extremities"
"S61353",1,"Extremities"
"S61357",1,"Extremities"
"S61401",2,"Extremities"
"S61402",1,"Extremities"
"S61409",1,"Extremities"
"S61411",1,"Extremities"
"S61412",1,"Extremities"
"S61419",1,"Extremities"
"S61421",1,"Extremities"
"S61422",1,"Extremities"
"S61429",1,"Extremities"
"S61431",1,"Extremities"
"S61432",2,"Extremities"
"S61439",1,"Extremities"
"S61441",3,"Extremities"
"S61442",2,"Extremities"
"S61451",1,"Extremities"
"S61452",1,"Extremities"
"S61459",1,"Extremities"
"S61501",1,"Extremities"
"S61502",1,"Extremities"
"S61509",2,"Extremities"
"S61511",1,"Extremities"
"S61512",1,"Extremities"
"S61519",1,"Extremities"
"S61521",1,"Extremities"
"S61522",1,"Extremities"
"S61531",1,"Extremities"
"S61532",1,"Extremities"
"S61539",1,"Extremities"
"S61541",3,"Extremities"
"S61551",1,"Extremities"
"S61552",1,"Extremities"
"S62001",1,"Extremities"
"S62002",1,"Extremities"
"S62009",1,"Extremities"
"S62011",1,"Extremities"
"S62012",1,"Extremities"
"S62014",1,"Extremities"
"S62015",1,"Extremities"
"S62021",1,"Extremities"
"S62022",1,"Extremities"
"S62023",1,"Extremities"
"S62024",1,"Extremities"
"S62025",1,"Extremities"
"S62031",1,"Extremities"
"S62032",1,"Extremities"
"S62033",1,"Extremities"
"S62034",1,"Extremities"
"S62035",1,"Extremities"
"S62101",1,"Extremities"
"S62102",1,"Extremities"
"S62109",1,"Extremities"
"S62111",1,"Extremities"
"S62112",1,"Extremities"
"S62113",1,"Extremities"
"S62114",1,"Extremities"
"S62115",1,"Extremities"
"S62116",1,"Extremities"
"S62121",1,"Extremities"
"S62122",1,"Extremities"
"S62125",1,"Extremities"
"S62126",1,"Extremities"
"S62131",1,"Extremities"
"S62132",2,"Extremities"
"S62135",1,"Extremities"
"S62136",1,"Extremities"
"S62141",1,"Extremities"
"S62142",1,"Extremities"
"S62144",1,"Extremities"
"S62145",1,"Extremities"
"S62146",1,"Extremities"
"S62151",1,"Extremities"
"S62152",1,"Extremities"
"S62155",1,"Extremities"
"S62156",1,"Extremities"
"S62162",1,"Extremities"
"S62164",1,"Extremities"
"S62165",1,"Extremities"
"S62166",1,"Extremities"
"S62171",1,"Extremities"
"S62172",1,"Extremities"
"S62173",1,"Extremities"
"S62174",1,"Extremities"
"S62175",1,"Extremities"
"S62176",1,"Extremities"
"S62181",2,"Extremities"
"S62182",1,"Extremities"
"S62201",1,"Extremities"
"S62202",2,"Extremities"
"S62209",1,"Extremities"
"S62211",1,"Extremities"
"S62212",1,"Extremities"
"S62221",1,"Extremities"
"S62222",1,"Extremities"
"S62225",4,"Extremities"
"S62231",1,"Extremities"
"S62232",1,"Extremities"
"S62233",1,"Extremities"
"S62234",1,"Extremities"
"S62235",1,"Extremities"
"S62236",1,"Extremities"
"S62242",1,"Extremities"
"S62244",1,"Extremities"
"S62245",1,"Extremities"
"S62251",1,"Extremities"
"S62252",1,"Extremities"
"S62255",1,"Extremities"
"S62291",1,"Extremities"
"S62292",1,"Extremities"
"S62299",1,"Extremities"
"S62300",1,"Extremities"
"S62301",1,"Extremities"
"S62302",3,"Extremities"
"S62303",1,"Extremities"
"S62304",1,"Extremities"
"S62305",1,"Extremities"
"S62306",1,"Extremities"
"S62307",1,"Extremities"
"S62308",1,"Extremities"
"S62309",1,"Extremities"
"S62310",1,"Extremities"
"S62311",2,"Extremities"
"S62312",1,"Extremities"
"S62313",1,"Extremities"
"S62314",2,"Extremities"
"S62315",1,"Extremities"
"S62316",1,"Extremities"
"S62317",1,"Extremities"
"S62318",1,"Extremities"
"S62319",1,"Extremities"
"S62320",1,"Extremities"
"S62321",1,"Extremities"
"S62322",1,"Extremities"
"S62323",1,"Extremities"
"S62324",1,"Extremities"
"S62325",1,"Extremities"
"S62326",1,"Extremities"
"S62327",1,"Extremities"
"S62328",1,"Extremities"
"S62329",1,"Extremities"
"S62330",1,"Extremities"
"S62331",1,"Extremities"
"S62332",1,"Extremities"
"S62333",1,"Extremities"
"S62334",1,"Extremities"
"S62335",1,"Extremities"
"S62336",1,"Extremities"
"S62337",1,"Extremities"
"S62339",1,"Extremities"
"S62340",1,"Extremities"
"S62341",1,"Extremities"
"S62342",1,"Extremities"
"S62343",1,"Extremities"
"S62344",1,"Extremities"
"S62345",1,"Extremities"
"S62346",2,"Extremities"
"S62347",4,"Extremities"
"S62349",1,"Extremities"
"S62350",1,"Extremities"
"S62351",1,"Extremities"
"S62352",1,"Extremities"
"S62353",1,"Extremities"
"S62354",1,"Extremities"
"S62355",1,"Extremities"
"S62356",1,"Extremities"
"S62357",1,"Extremities"
"S62359",1,"Extremities"
"S62360",1,"Extremities"
"S62361",1,"Extremities"
"S62362",1,"Extremities"
"S62363",1,"Extremities"
"S62364",1,"Extremities"
"S62365",3,"Extremities"
"S62366",1,"Extremities"
"S62367",1,"Extremities"
"S62369",1,"Extremities"
"S62390",1,"Extremities"
"S62391",1,"Extremities"
"S62392",1,"Extremities"
"S62393",1,"Extremities"
"S62394",1,"Extremities"
"S62395",1,"Extremities"
"S62396",1,"Extremities"
"S62397",1,"Extremities"
"S62398",1,"Extremities"
"S62399",1,"Extremities"
"S62501",1,"Extremities"
"S62502",1,"Extremities"
"S62509",1,"Extremities"
"S62511",1,"Extremities"
"S62512",1,"Extremities"
"S62514",1,"Extremities"
"S62515",1,"Extremities"
"S62521",1,"Extremities"
"S62522",4,"Extremities"
"S62524",1,"Extremities"
"S62525",1,"Extremities"
"S62600",1,"Extremities"
"S62601",1,"Extremities"
"S62602",1,"Extremities"
"S62603",3,"Extremities"
"S62604",1,"Extremities"
"S62605",1,"Extremities"
"S62606",1,"Extremities"
"S62607",1,"Extremities"
"S62608",1,"Extremities"
"S62609",2,"Extremities"
"S62610",1,"Extremities"
"S62611",1,"Extremities"
"S62612",1,"Extremities"
"S62613",1,"Extremities"
"S62614",1,"Extremities"
"S62615",1,"Extremities"
"S62616",1,"Extremities"
"S62617",1,"Extremities"
"S62618",1,"Extremities"
"S62619",1,"Extremities"
"S62620",1,"Extremities"
"S62621",1,"Extremities"
"S62622",1,"Extremities"
"S62623",1,"Extremities"
"S62624",1,"Extremities"
"S62625",1,"Extremities"
"S62626",1,"Extremities"
"S62627",1,"Extremities"
"S62628",1,"Extremities"
"S62629",1,"Extremities"
"S62630",1,"Extremities"
"S62631",3,"Extremities"
"S62632",1,"Extremities"
"S62633",1,"Extremities"
"S62634",1,"Extremities"
"S62635",1,"Extremities"
"S62636",1,"Extremities"
"S62637",1,"Extremities"
"S62639",1,"Extremities"
"S62640",1,"Extremities"
"S62641",1,"Extremities"
"S62642",1,"Extremities"
"S62643",1,"Extremities"
"S62644",1,"Extremities"
"S62645",1,"Extremities"
"S62646",1,"Extremities"
"S62647",1,"Extremities"
"S62648",1,"Extremities"
"S62649",1,"Extremities"
"S62650",1,"Extremities"
"S62651",1,"Extremities"
"S62652",1,"Extremities"
"S62653",1,"Extremities"
"S62654",1,"Extremities"
"S62655",1,"Extremities"
"S62656",1,"Extremities"
"S62657",1,"Extremities"
"S62660",1,"Extremities"
"S62661",1,"Extremities"
"S62662",1,"Extremities"
"S62663",1,"Extremities"
"S62664",1,"Extremities"
"S62665",1,"Extremities"
"S62666",1,"Extremities"
"S62667",1,"Extremities"
"S62669",1,"Extremities"
"S6290",3,"Extremities"
"S6291",2,"Extremities"
"S6292",1,"Extremities"
"S63001",1,"Extremities"
"S63002",1,"Extremities"
"S63003",1,"Extremities"
"S63004",1,"Extremities"
"S63005",1,"Extremities"
"S63006",1,"Extremities"
"S63011",1,"Extremities"
"S63012",1,"Extremities"
"S63014",1,"Extremities"
"S63015",1,"Extremities"
"S63016",1,"Extremities"
"S63021",1,"Extremities"
"S63022",1,"Extremities"
"S63024",1,"Extremities"
"S63025",1,"Extremities"
"S63026",1,"Extremities"
"S63031",1,"Extremities"
"S63032",1,"Extremities"
"S63034",1,"Extremities"
"S63035",1,"Extremities"
"S63044",1,"Extremities"
"S63045",1,"Extremities"
"S63046",1,"Extremities"
"S63051",1,"Extremities"
"S63052",1,"Extremities"
"S63054",1,"Extremities"
"S63055",1,"Extremities"
"S63056",1,"Extremities"
"S63061",1,"Extremities"
"S63062",1,"Extremities"
"S63064",1,"Extremities"
"S63065",1,"Extremities"
"S63066",1,"Extremities"
"S63071",1,"Extremities"
"S63072",1,"Extremities"
"S63074",1,"Extremities"
"S63075",1,"Extremities"
"S63091",2,"Extremities"
"S63092",1,"Extremities"
"S63094",1,"Extremities"
"S63095",1,"Extremities"
"S63096",1,"Extremities"
"S63102",1,"Extremities"
"S63104",5,"Extremities"
"S63105",2,"Extremities"
"S63106",5,"Extremities"
"S63111",1,"Extremities"
"S63112",1,"Extremities"
"S63114",1,"Extremities"
"S63115",1,"Extremities"
"S63116",1,"Extremities"
"S63121",1,"Extremities"
"S63124",1,"Extremities"
"S63125",1,"Extremities"
"S63126",1,"Extremities"
"S63131",1,"Extremities"
"S63132",1,"Extremities"
"S63135",1,"Extremities"
"S63142",1,"Extremities"
"S63144",1,"Extremities"
"S63145",1,"Extremities"
"S63200",1,"Extremities"
"S63201",1,"Extremities"
"S63202",1,"Extremities"
"S63203",1,"Extremities"
"S63206",1,"Extremities"
"S63211",1,"Extremities"
"S63213",1,"Extremities"
"S63215",1,"Extremities"
"S63217",1,"Extremities"
"S63230",1,"Extremities"
"S63231",1,"Extremities"
"S63235",1,"Extremities"
"S63236",1,"Extremities"
"S63237",1,"Extremities"
"S63239",1,"Extremities"
"S63241",1,"Extremities"
"S63245",1,"Extremities"
"S63250",1,"Extremities"
"S63251",1,"Extremities"
"S63252",1,"Extremities"
"S63253",1,"Extremities"
"S63254",1,"Extremities"
"S63255",1,"Extremities"
"S63256",1,"Extremities"
"S63257",1,"Extremities"
"S63258",1,"Extremities"
"S63259",1,"Extremities"
"S63260",3,"Extremities"
"S63261",1,"Extremities"
"S63262",2,"Extremities"
"S63263",1,"Extremities"
"S63264",2,"Extremities"
"S63265",1,"Extremities"
"S63266",1,"Extremities"
"S63267",1,"Extremities"
"S63268",1,"Extremities"
"S63269",1,"Extremities"
"S63271",1,"Extremities"
"S63277",1,"Extremities"
"S63279",3,"Extremities"
"S63280",1,"Extremities"
"S63281",1,"Extremities"
"S63282",1,"Extremities"
"S63283",1,"Extremities"
"S63284",1,"Extremities"
"S63285",1,"Extremities"
"S63286",1,"Extremities"
"S63287",1,"Extremities"
"S63288",1,"Extremities"
"S63289",1,"Extremities"
"S63290",1,"Extremities"
"S63291",1,"Extremities"
"S63292",1,"Extremities"
"S63293",1,"Extremities"
"S63294",1,"Extremities"
