dx,icd_10,issbr,hmp,hma,sev,icdn
S58.929A,S58.929,Extremities,0,0,1,1
S59.001A,S59.001,Extremities,0,0,1,6
S59.002A,S59.002,Extremities,0,0.200000003,2,5
S59.011A,S59.011,Extremities,0,0,1,2
S59.012A,S59.012,Extremities,0,0,1,1
S59.021A,S59.021,Extremities,0,0,1,4
S59.022A,S59.022,Extremities,0,0,1,7
S59.032A,S59.032,Extremities,0,0,1,1
S59.041A,S59.041,Extremities,0,0,1,1
S59.042A,S59.042,Extremities,0,0,1,2
S59.091A,S59.091,Extremities,0,0,1,3
S59.092A,S59.092,Extremities,0,0,1,8
S59.109A,S59.109,Extremities,0,0,1,4
S59.111A,S59.111,Extremities,0,0,1,1
S59.122A,S59.122,Extremities,0,0,1,2
S59.192A,S59.192,Extremities,0,0,1,1
S59.201A,S59.201,Extremities,0,0,1,13
S59.202A,S59.202,Extremities,0,0,1,16
S59.209A,S59.209,Extremities,0,0,1,1
S59.211A,S59.211,Extremities,0,0,1,2
S59.212A,S59.212,Extremities,0,0,1,3
S59.221A,S59.221,Extremities,0,0,1,15
S59.222A,S59.222,Extremities,0,0,1,18
S59.231A,S59.231,Extremities,0,0,1,1
S59.232A,S59.232,Extremities,0,0,1,4
S59.241A,S59.241,Extremities,0,0,1,1
S59.291A,S59.291,Extremities,0,0.06666667,1,15
S59.292A,S59.292,Extremities,0,0,1,7
S59.801A,S59.801,Extremities,0,0,1,9
S59.802A,S59.802,Extremities,0,0,1,11
S59.809A,S59.809,Extremities,1,0.071428575,5,28
S59.811A,S59.811,Extremities,0,0,1,1
S59.812A,S59.812,Extremities,0,0,1,1
S59.901A,S59.901,Extremities,0,0,1,7
S59.902A,S59.902,Extremities,0,0,1,6
S59.911A,S59.911,Extremities,0,0.181818187,2,11
S59.912A,S59.912,Extremities,0,0,1,4
S59.919A,S59.919,Extremities,0,0,1,1
S60.00XA,S60.00,Extremities,0,0.090909094,1,11
S60.011A,S60.011,Extremities,0,0.07692308,1,13
S60.012A,S60.012,Extremities,0,0,1,16
S60.021A,S60.021,Extremities,0,0.083333336,1,12
S60.022A,S60.022,Extremities,0,0,1,7
S60.029A,S60.029,Extremities,0,0,1,1
S60.031A,S60.031,Extremities,0,0,1,9
S60.032A,S60.032,Extremities,0,0,1,7
S60.039A,S60.039,Extremities,0,0,1,1
S60.041A,S60.041,Extremities,0,0.333333343,3,3
S60.042A,S60.042,Extremities,0,0,1,6
S60.051A,S60.051,Extremities,0,0,1,2
S60.052A,S60.052,Extremities,0,0,1,6
S60.10XA,S60.10,Extremities,0,0.272727281,2,11
S60.111A,S60.111,Extremities,0,0,1,1
S60.141A,S60.141,Extremities,0,0,1,1
S60.142A,S60.142,Extremities,0,0,1,1
S60.152A,S60.152,Extremities,0,0,1,2
S60.211A,S60.211,Extremities,0,0.08139535,1,86
S60.212A,S60.212,Extremities,0,0.042372882,1,118
S60.219A,S60.219,Extremities,0,0.083333336,1,24
S60.221A,S60.221,Extremities,0,0.067073174,1,164
S60.222A,S60.222,Extremities,0.105263159,0.086956523,4,207
S60.229A,S60.229,Extremities,0,0.104166664,1,48
S60.311A,S60.311,Extremities,0,0.039999999,1,25
S60.312A,S60.312,Extremities,0,0.130434781,1,23
S60.319A,S60.319,Extremities,0,0,1,2
S60.351A,S60.351,Extremities,0,0,1,1
S60.391A,S60.391,Extremities,0,0,1,1
S60.410A,S60.410,Extremities,0,0.03846154,1,26
S60.411A,S60.411,Extremities,0,0.07692308,1,26
S60.412A,S60.412,Extremities,0,0.086956523,1,23
S60.413A,S60.413,Extremities,0,0,1,24
S60.414A,S60.414,Extremities,0,0.105263159,1,19
S60.415A,S60.415,Extremities,0.5,0.100000001,5,20
S60.416A,S60.416,Extremities,0,0.043478262,1,23
S60.417A,S60.417,Extremities,0,0,1,24
S60.418A,S60.418,Extremities,0,0.0625,1,16
S60.419A,S60.419,Extremities,0,0.114583336,1,96
S60.429A,S60.429,Extremities,0,0,1,1
S60.453A,S60.453,Extremities,0,0,1,1
S60.456A,S60.456,Extremities,0,0,1,1
S60.475A,S60.475,Extremities,0,0,1,1
S60.511A,S60.511,Extremities,0,0.064516127,1,713
S60.512A,S60.512,Extremities,0.037037037,0.05023548,2,637
S60.519A,S60.519,Extremities,0,0.073684208,1,190
S60.551A,S60.551,Extremities,0,0.25,2,4
S60.552A,S60.552,Extremities,0,0,1,3
S60.571A,S60.571,Extremities,0,0,1,1
S60.572A,S60.572,Extremities,0,0,1,1
S60.811A,S60.811,Extremities,0,0.079999998,1,175
S60.812A,S60.812,Extremities,0,0.081871346,1,171
S60.819A,S60.819,Extremities,0.047619049,0.076142132,2,197
S60.851A,S60.851,Extremities,0,0,1,1
S60.911A,S60.911,Extremities,0,0.5,4,2
S60.912A,S60.912,Extremities,0,0,1,3
S60.922A,S60.922,Extremities,0,0,1,8
S60.929A,S60.929,Extremities,0,0,1,2
S60.943A,S60.943,Extremities,0,0,1,2
S61.001A,S61.001,Extremities,0,0.111111112,1,9
S61.002A,S61.002,Extremities,0,0,1,4
S61.009A,S61.009,Extremities,0,0,1,1
S61.011A,S61.011,Extremities,0,0.046875,1,64
S61.012A,S61.012,Extremities,0,0.017241379,1,58
S61.019A,S61.019,Extremities,0,0,1,3
S61.021A,S61.021,Extremities,0,0,1,1
S61.031A,S61.031,Extremities,0,0,1,4
S61.032A,S61.032,Extremities,0,0.25,2,4
S61.039A,S61.039,Extremities,0,0,1,2
S61.041A,S61.041,Extremities,0,0.5,4,2
S61.051A,S61.051,Extremities,0,0,1,11
S61.052A,S61.052,Extremities,0,0,1,5
S61.101A,S61.101,Extremities,0,0,1,3
S61.102A,S61.102,Extremities,0,0,1,1
S61.109A,S61.109,Extremities,0,0,1,6
S61.111A,S61.111,Extremities,0,0,1,8
S61.112A,S61.112,Extremities,0,0,1,7
S61.121A,S61.121,Extremities,0,0,1,1
S61.131A,S61.131,Extremities,0,0,1,1
S61.132A,S61.132,Extremities,0,0,1,1
S61.152A,S61.152,Extremities,0,0,1,1
S61.200A,S61.200,Extremities,0,0,1,8
S61.201A,S61.201,Extremities,0,0,1,10
S61.202A,S61.202,Extremities,0,0,1,10
S61.203A,S61.203,Extremities,0,0,1,4
S61.204A,S61.204,Extremities,0,0,1,6
S61.205A,S61.205,Extremities,0,0,1,2
S61.206A,S61.206,Extremities,0,0.125,1,8
S61.207A,S61.207,Extremities,0,0,1,5
S61.208A,S61.208,Extremities,0,0,1,3
S61.209A,S61.209,Extremities,0.041666668,0.086206898,2,116
S61.210A,S61.210,Extremities,0,0.024096385,1,83
S61.211A,S61.211,Extremities,0,0.049382716,1,81
S61.212A,S61.212,Extremities,0,0.025316456,1,79
S61.213A,S61.213,Extremities,0,0.014925373,1,67
S61.214A,S61.214,Extremities,0,0.03508772,1,57
S61.215A,S61.215,Extremities,0,0.043478262,1,69
S61.216A,S61.216,Extremities,0,0,1,56
S61.217A,S61.217,Extremities,0,0.02,1,50
S61.218A,S61.218,Extremities,0,0.090909094,1,11
S61.219A,S61.219,Extremities,0,0.054545455,1,55
S61.220A,S61.220,Extremities,0,0,1,2
S61.221A,S61.221,Extremities,0,0,1,8
S61.222A,S61.222,Extremities,0,0,1,5
S61.223A,S61.223,Extremities,0,0,1,10
S61.224A,S61.224,Extremities,0,0,1,3
S61.225A,S61.225,Extremities,0,0,1,1
S61.227A,S61.227,Extremities,0,0.25,2,4
S61.229A,S61.229,Extremities,0,0.125,1,8
S61.230A,S61.230,Extremities,0,0,1,4
S61.231A,S61.231,Extremities,0,0,1,4
S61.232A,S61.232,Extremities,0,0,1,4
S61.233A,S61.233,Extremities,0,0,1,2
S61.234A,S61.234,Extremities,0,0,1,1
S61.235A,S61.235,Extremities,0,0,1,2
S61.237A,S61.237,Extremities,0,0,1,3
S61.239A,S61.239,Extremities,0,0,1,1
S61.240A,S61.240,Extremities,0,0,1,1
S61.241A,S61.241,Extremities,0,0,1,4
S61.242A,S61.242,Extremities,0,0,1,4
S61.243A,S61.243,Extremities,0,0,1,2
S61.244A,S61.244,Extremities,0,0,1,2
S61.245A,S61.245,Extremities,0,0,1,2
S61.247A,S61.247,Extremities,0,0,1,1
S61.250A,S61.250,Extremities,0,0,1,3
S61.251A,S61.251,Extremities,0,0.125,1,8
S61.252A,S61.252,Extremities,0,0,1,7
S61.253A,S61.253,Extremities,0,0,1,2
S61.254A,S61.254,Extremities,0,0,1,1
S61.255A,S61.255,Extremities,0,0,1,3
S61.257A,S61.257,Extremities,0,0,1,3
S61.258A,S61.258,Extremities,0,0,1,2
S61.259A,S61.259,Extremities,0,0,1,4
S61.300A,S61.300,Extremities,0,0,1,5
S61.301A,S61.301,Extremities,0,0,1,6
S61.302A,S61.302,Extremities,0,0,1,3
S61.303A,S61.303,Extremities,0,0,1,2
S61.304A,S61.304,Extremities,0,0,1,1
S61.307A,S61.307,Extremities,0,0,1,3
S61.308A,S61.308,Extremities,0,0,1,2
S61.309A,S61.309,Extremities,0,0,1,2
S61.310A,S61.310,Extremities,0,0,1,11
S61.311A,S61.311,Extremities,0,0,1,10
S61.312A,S61.312,Extremities,0,0,1,8
S61.313A,S61.313,Extremities,0,0,1,13
S61.314A,S61.314,Extremities,0,0,1,8
S61.315A,S61.315,Extremities,0,0,1,13
S61.316A,S61.316,Extremities,0,0,1,6
S61.317A,S61.317,Extremities,0,0,1,11
S61.318A,S61.318,Extremities,0,0,1,1
S61.319A,S61.319,Extremities,0,0,1,6
S61.321A,S61.321,Extremities,0,0,1,2
S61.323A,S61.323,Extremities,0,0,1,3
S61.324A,S61.324,Extremities,0,0,1,1
S61.325A,S61.325,Extremities,0,0,1,5
S61.326A,S61.326,Extremities,0,0,1,2
S61.327A,S61.327,Extremities,0,0,1,1
S61.335A,S61.335,Extremities,0,0,1,2
S61.353A,S61.353,Extremities,0,0,1,1
S61.357A,S61.357,Extremities,0,0,1,1
S61.401A,S61.401,Extremities,0,0.090909094,1,44
S61.402A,S61.402,Extremities,0,0.069767445,1,43
S61.409A,S61.409,Extremities,0,0.079646021,1,113
S61.411A,S61.411,Extremities,0,0.066502459,1,406
S61.412A,S61.412,Extremities,0.015625,0.056994818,1,386
S61.419A,S61.419,Extremities,0,0,1,21
S61.421A,S61.421,Extremities,0,0,1,26
S61.422A,S61.422,Extremities,0,0.032258064,1,31
S61.429A,S61.429,Extremities,0,0,1,3
S61.431A,S61.431,Extremities,0,0.03846154,1,26
S61.432A,S61.432,Extremities,0,0.100000001,1,30
S61.439A,S61.439,Extremities,0,0,1,10
S61.441A,S61.441,Extremities,0,0.222222224,2,9
S61.442A,S61.442,Extremities,0,0.071428575,1,14
S61.451A,S61.451,Extremities,0,0,1,17
S61.452A,S61.452,Extremities,0,0,1,16
S61.459A,S61.459,Extremities,0,0,1,2
S61.501A,S61.501,Extremities,0,0,1,13
S61.502A,S61.502,Extremities,0,0,1,24
S61.509A,S61.509,Extremities,0,0.079999998,1,50
S61.511A,S61.511,Extremities,0,0.040268455,1,149
S61.512A,S61.512,Extremities,0,0.022857143,1,175
S61.519A,S61.519,Extremities,0,0,1,12
S61.521A,S61.521,Extremities,0,0,1,12
S61.522A,S61.522,Extremities,0,0,1,7
S61.531A,S61.531,Extremities,0,0,1,5
S61.532A,S61.532,Extremities,0,0,1,7
S61.539A,S61.539,Extremities,0,0,1,1
S61.541A,S61.541,Extremities,0,0.25,2,4
S61.551A,S61.551,Extremities,0,0,1,2
S61.552A,S61.552,Extremities,0,0,1,4
S62.001A,S62.001,Extremities,0,0,1,59
S62.002A,S62.002,Extremities,0,0.033333335,1,60
S62.009A,S62.009,Extremities,0,0,1,25
S62.011A,S62.011,Extremities,0,0,1,11
S62.012A,S62.012,Extremities,0,0,1,6
S62.014A,S62.014,Extremities,0,0,1,5
S62.015A,S62.015,Extremities,0,0,1,5
S62.021A,S62.021,Extremities,0,0,1,6
S62.022A,S62.022,Extremities,0,0.125,1,8
S62.023A,S62.023,Extremities,0,0,1,1
S62.024A,S62.024,Extremities,0,0,1,4
S62.025A,S62.025,Extremities,0,0,1,6
S62.031A,S62.031,Extremities,0,0,1,1
S62.032A,S62.032,Extremities,0,0,1,1
S62.033A,S62.033,Extremities,0,0,1,1
S62.034A,S62.034,Extremities,0,0,1,3
S62.035A,S62.035,Extremities,0,0,1,2
S62.101A,S62.101,Extremities,0,0.086956523,1,23
S62.102A,S62.102,Extremities,0,0.041666668,1,24
S62.109A,S62.109,Extremities,0,0,1,20
S62.111A,S62.111,Extremities,0,0,1,32
S62.112A,S62.112,Extremities,0,0.035714287,1,28
S62.113A,S62.113,Extremities,0,0,1,4
S62.114A,S62.114,Extremities,0,0,1,26
S62.115A,S62.115,Extremities,0,0,1,20
S62.116A,S62.116,Extremities,0,0,1,8
S62.121A,S62.121,Extremities,0,0,1,13
S62.122A,S62.122,Extremities,0,0.142857149,1,7
S62.125A,S62.125,Extremities,0,0,1,3
S62.126A,S62.126,Extremities,0,0,1,1
S62.131A,S62.131,Extremities,0,0,1,4
S62.132A,S62.132,Extremities,0,0.25,2,4
S62.135A,S62.135,Extremities,0,0,1,3
S62.136A,S62.136,Extremities,0,0,1,1
S62.141A,S62.141,Extremities,0,0,1,4
S62.142A,S62.142,Extremities,0,0,1,1
S62.144A,S62.144,Extremities,0,0,1,2
S62.145A,S62.145,Extremities,0,0,1,6
S62.146A,S62.146,Extremities,0,0,1,1
S62.151A,S62.151,Extremities,0,0,1,2
S62.152A,S62.152,Extremities,0,0,1,5
S62.155A,S62.155,Extremities,0,0,1,4
S62.156A,S62.156,Extremities,0,0,1,1
S62.162A,S62.162,Extremities,0,0.100000001,1,10
S62.164A,S62.164,Extremities,0,0,1,1
S62.165A,S62.165,Extremities,0,0,1,6
S62.166A,S62.166,Extremities,0,0,1,1
S62.171A,S62.171,Extremities,0,0,1,6
S62.172A,S62.172,Extremities,0,0,1,6
S62.173A,S62.173,Extremities,0,0,1,1
S62.174A,S62.174,Extremities,0,0,1,2
S62.175A,S62.175,Extremities,0,0,1,2
S62.176A,S62.176,Extremities,0,0,1,3
S62.181A,S62.181,Extremities,0,0.200000003,2,5
S62.182A,S62.182,Extremities,0,0,1,3
S62.201A,S62.201,Extremities,0,0.0625,1,16
S62.202A,S62.202,Extremities,0,0.07692308,1,13
S62.209A,S62.209,Extremities,0,0,1,1
S62.211A,S62.211,Extremities,0,0,1,11
S62.212A,S62.212,Extremities,0,0,1,3
S62.221A,S62.221,Extremities,0,0,1,2
S62.222A,S62.222,Extremities,0,0,1,1
S62.225A,S62.225,Extremities,0,1,5,1
S62.231A,S62.231,Extremities,0,0,1,27
S62.232A,S62.232,Extremities,0,0,1,19
S62.233A,S62.233,Extremities,0,0,1,1
S62.234A,S62.234,Extremities,0,0,1,7
S62.235A,S62.235,Extremities,0,0,1,8
S62.236A,S62.236,Extremities,0,0,1,2
S62.242A,S62.242,Extremities,0,0,1,4
S62.244A,S62.244,Extremities,0,0,1,5
S62.245A,S62.245,Extremities,0,0,1,3
S62.251A,S62.251,Extremities,0,0,1,3
S62.252A,S62.252,Extremities,0,0,1,1
S62.255A,S62.255,Extremities,0,0,1,1
S62.291A,S62.291,Extremities,0,0,1,4
S62.292A,S62.292,Extremities,0,0,1,8
S62.299A,S62.299,Extremities,0,0,1,1
S62.300A,S62.300,Extremities,0,0.071428575,1,14
S62.301A,S62.301,Extremities,0,0,1,18
S62.302A,S62.302,Extremities,0,0.181818187,2,11
S62.303A,S62.303,Extremities,0,0,1,12
S62.304A,S62.304,Extremities,0,0.071428575,1,14
S62.305A,S62.305,Extremities,0,0,1,13
S62.306A,S62.306,Extremities,0,0.07692308,1,26
S62.307A,S62.307,Extremities,0,0.034482758,1,29
S62.308A,S62.308,Extremities,0,0,1,2
S62.309A,S62.309,Extremities,0,0.05102041,1,98
S62.310A,S62.310,Extremities,0,0,1,21
S62.311A,S62.311,Extremities,0,0.052631579,1,19
S62.312A,S62.312,Extremities,0,0.071428575,1,14
S62.313A,S62.313,Extremities,0,0,1,18
S62.314A,S62.314,Extremities,0,0.100000001,1,20
S62.315A,S62.315,Extremities,0,0,1,21
S62.316A,S62.316,Extremities,0,0,1,36
S62.317A,S62.317,Extremities,0,0,1,30
S62.318A,S62.318,Extremities,0,0,1,4
S62.319A,S62.319,Extremities,0,0,1,4
S62.320A,S62.320,Extremities,0,0,1,11
S62.321A,S62.321,Extremities,0,0,1,15
S62.322A,S62.322,Extremities,0,0,1,7
S62.323A,S62.323,Extremities,0,0,1,20
S62.324A,S62.324,Extremities,0,0,1,18
S62.325A,S62.325,Extremities,0,0,1,24
S62.326A,S62.326,Extremities,0,0.045454547,1,22
S62.327A,S62.327,Extremities,0,0.037037037,1,27
S62.328A,S62.328,Extremities,0,0,1,12
S62.329A,S62.329,Extremities,0,0,1,7
S62.330A,S62.330,Extremities,0,0,1,8
S62.331A,S62.331,Extremities,0,0,1,7
S62.332A,S62.332,Extremities,0,0,1,5
S62.333A,S62.333,Extremities,0,0,1,4
S62.334A,S62.334,Extremities,0,0,1,2
S62.335A,S62.335,Extremities,0,0,1,9
S62.336A,S62.336,Extremities,0,0.07692308,1,26
S62.337A,S62.337,Extremities,0,0.045454547,1,22
S62.339A,S62.339,Extremities,0,0,1,1
S62.340A,S62.340,Extremities,0,0.083333336,1,12
S62.341A,S62.341,Extremities,0,0,1,8
S62.342A,S62.342,Extremities,0,0,1,11
S62.343A,S62.343,Extremities,0,0,1,5
S62.344A,S62.344,Extremities,0,0,1,12
S62.345A,S62.345,Extremities,0,0,1,6
S62.346A,S62.346,Extremities,0,0.111111112,1,18
S62.347A,S62.347,Extremities,0,0.142857149,1,14
S62.349A,S62.349,Extremities,0,0,1,12
S62.350A,S62.350,Extremities,0,0,1,3
S62.351A,S62.351,Extremities,0,0,1,4
S62.352A,S62.352,Extremities,0,0,1,6
S62.353A,S62.353,Extremities,0,0,1,6
S62.354A,S62.354,Extremities,0,0,1,7
S62.355A,S62.355,Extremities,0,0,1,8
S62.356A,S62.356,Extremities,0,0,1,14
S62.357A,S62.357,Extremities,0,0,1,12
S62.359A,S62.359,Extremities,0,0,1,4
S62.360A,S62.360,Extremities,0,0,1,2
S62.361A,S62.361,Extremities,0,0,1,2
S62.362A,S62.362,Extremities,0,0,1,3
S62.363A,S62.363,Extremities,0,0,1,3
S62.364A,S62.364,Extremities,0,0,1,3
S62.365A,S62.365,Extremities,0,0.333333343,3,3
S62.366A,S62.366,Extremities,0,0,1,4
S62.367A,S62.367,Extremities,0,0,1,9
S62.369A,S62.369,Extremities,0,0,1,10
S62.390A,S62.390,Extremities,0,0,1,4
S62.391A,S62.391,Extremities,0,0,1,9
S62.392A,S62.392,Extremities,0,0,1,5
S62.393A,S62.393,Extremities,0,0,1,3
S62.394A,S62.394,Extremities,0,0,1,7
S62.395A,S62.395,Extremities,0,0,1,6
S62.396A,S62.396,Extremities,0,0,1,15
S62.397A,S62.397,Extremities,0,0,1,10
S62.398A,S62.398,Extremities,0,0,1,11
S62.399A,S62.399,Extremities,0,0,1,9
S62.501A,S62.501,Extremities,0,0.090909094,1,11
S62.502A,S62.502,Extremities,0,0,1,18
S62.509A,S62.509,Extremities,0,0,1,9
S62.511A,S62.511,Extremities,0,0.055555556,1,18
S62.512A,S62.512,Extremities,0,0.039999999,1,25
S62.514A,S62.514,Extremities,0,0,1,10
S62.515A,S62.515,Extremities,0,0,1,9
S62.521A,S62.521,Extremities,0,0,1,23
S62.522A,S62.522,Extremities,1,0.05882353,5,17
S62.524A,S62.524,Extremities,0,0,1,10
S62.525A,S62.525,Extremities,0,0,1,11
S62.600A,S62.600,Extremities,0,0,1,11
S62.601A,S62.601,Extremities,0,0,1,13
S62.602A,S62.602,Extremities,0,0,1,5
S62.603A,S62.603,Extremities,0,0.142857149,1,7
S62.604A,S62.604,Extremities,0,0,1,7
S62.605A,S62.605,Extremities,0,0,1,12
S62.606A,S62.606,Extremities,0,0,1,3
S62.607A,S62.607,Extremities,0,0,1,11
S62.608A,S62.608,Extremities,0,0,1,7
S62.609A,S62.609,Extremities,0.037037037,0.02247191,2,89
S62.610A,S62.610,Extremities,0,0,1,18
S62.611A,S62.611,Extremities,0,0.035714287,1,28
S62.612A,S62.612,Extremities,0,0,1,17
S62.613A,S62.613,Extremities,0,0,1,20
S62.614A,S62.614,Extremities,0,0,1,15
S62.615A,S62.615,Extremities,0,0,1,24
S62.616A,S62.616,Extremities,0,0,1,36
S62.617A,S62.617,Extremities,0,0.037037037,1,27
S62.618A,S62.618,Extremities,0,0,1,4
S62.619A,S62.619,Extremities,0,0,1,8
S62.620A,S62.620,Extremities,0,0,1,5
S62.621A,S62.621,Extremities,0,0,1,4
S62.622A,S62.622,Extremities,0,0,1,2
S62.623A,S62.623,Extremities,0,0,1,7
S62.624A,S62.624,Extremities,0,0,1,3
S62.625A,S62.625,Extremities,0,0,1,4
S62.626A,S62.626,Extremities,0,0,1,2
S62.627A,S62.627,Extremities,0,0,1,6
S62.628A,S62.628,Extremities,0,0,1,4
S62.629A,S62.629,Extremities,0,0,1,2
S62.630A,S62.630,Extremities,0,0,1,7
S62.631A,S62.631,Extremities,0,0.0625,1,16
S62.632A,S62.632,Extremities,0,0,1,12
S62.633A,S62.633,Extremities,0,0,1,11
S62.634A,S62.634,Extremities,0,0,1,16
S62.635A,S62.635,Extremities,0,0,1,14
S62.636A,S62.636,Extremities,0,0,1,10
S62.637A,S62.637,Extremities,0,0,1,13
S62.639A,S62.639,Extremities,0,0,1,8
S62.640A,S62.640,Extremities,0,0,1,8
S62.641A,S62.641,Extremities,0,0,1,10
S62.642A,S62.642,Extremities,0,0,1,6
S62.643A,S62.643,Extremities,0,0,1,3
S62.644A,S62.644,Extremities,0,0,1,10
S62.645A,S62.645,Extremities,0,0,1,6
S62.646A,S62.646,Extremities,0,0,1,14
S62.647A,S62.647,Extremities,0,0,1,11
S62.648A,S62.648,Extremities,0,0,1,1
S62.649A,S62.649,Extremities,0,0,1,1
S62.650A,S62.650,Extremities,0,0,1,1
S62.651A,S62.651,Extremities,0,0,1,4
S62.652A,S62.652,Extremities,0,0,1,5
S62.653A,S62.653,Extremities,0,0,1,3
S62.654A,S62.654,Extremities,0,0,1,3
S62.655A,S62.655,Extremities,0,0,1,2
S62.656A,S62.656,Extremities,0,0,1,1
S62.657A,S62.657,Extremities,0,0,1,3
S62.660A,S62.660,Extremities,0,0,1,6
S62.661A,S62.661,Extremities,0,0,1,6
S62.662A,S62.662,Extremities,0,0,1,6
S62.663A,S62.663,Extremities,0,0,1,1
S62.664A,S62.664,Extremities,0,0,1,7
S62.665A,S62.665,Extremities,0,0,1,12
S62.666A,S62.666,Extremities,0,0,1,7
S62.667A,S62.667,Extremities,0,0,1,11
S62.669A,S62.669,Extremities,0,0,1,1
S62.90XA,S62.90,Extremities,0.07692308,0.096774191,3,31
S62.91XA,S62.91,Extremities,0,0.142857149,1,14
S62.92XA,S62.92,Extremities,0,0,1,16
S63.001A,S63.001,Extremities,0,0,1,2
S63.002A,S63.002,Extremities,0,0,1,5
S63.003A,S63.003,Extremities,0,0,1,3
S63.004A,S63.004,Extremities,0,0.083333336,1,12
S63.005A,S63.005,Extremities,0,0,1,8
S63.006A,S63.006,Extremities,0,0.06666667,1,15
S63.011A,S63.011,Extremities,0,0,1,7
S63.012A,S63.012,Extremities,0,0.15384616,2,13
S63.014A,S63.014,Extremities,0,0.043478262,1,23
S63.015A,S63.015,Extremities,0,0,1,22
S63.016A,S63.016,Extremities,0,0,1,19
S63.021A,S63.021,Extremities,0,0,1,5
S63.022A,S63.022,Extremities,0,0,1,1
S63.024A,S63.024,Extremities,0,0,1,12
S63.025A,S63.025,Extremities,0,0,1,8
S63.026A,S63.026,Extremities,0,0,1,1
S63.031A,S63.031,Extremities,0,0,1,1
S63.032A,S63.032,Extremities,0,0,1,3
S63.034A,S63.034,Extremities,0,0,1,5
S63.035A,S63.035,Extremities,0,0,1,1
S63.044A,S63.044,Extremities,0,0,1,1
S63.045A,S63.045,Extremities,0,0,1,3
S63.046A,S63.046,Extremities,0,0,1,1
S63.051A,S63.051,Extremities,0,0,1,1
S63.052A,S63.052,Extremities,0,0,1,5
S63.054A,S63.054,Extremities,0,0.090909094,1,11
S63.055A,S63.055,Extremities,0,0,1,6
S63.056A,S63.056,Extremities,0,0,1,1
S63.061A,S63.061,Extremities,0,0,1,1
S63.062A,S63.062,Extremities,0,0,1,1
S63.064A,S63.064,Extremities,0,0,1,3
S63.065A,S63.065,Extremities,0,0,1,1
S63.066A,S63.066,Extremities,0,0,1,2
S63.071A,S63.071,Extremities,0,0,1,3
S63.072A,S63.072,Extremities,0,0,1,4
S63.074A,S63.074,Extremities,0,0,1,9
S63.075A,S63.075,Extremities,0,0,1,4
S63.091A,S63.091,Extremities,0,0.25,2,4
S63.092A,S63.092,Extremities,0,0,1,2
S63.094A,S63.094,Extremities,0,0,1,15
S63.095A,S63.095,Extremities,0,0,1,12
S63.096A,S63.096,Extremities,0,0,1,2
S63.102A,S63.102,Extremities,0,0,1,3
S63.104A,S63.104,Extremities,0,0.142857149,1,7
S63.105A,S63.105,Extremities,0,0.25,2,4
S63.106A,S63.106,Extremities,0.333333343,0.090909094,5,11
S63.111A,S63.111,Extremities,0,0,1,3
S63.112A,S63.112,Extremities,0,0,1,3
S63.114A,S63.114,Extremities,0,0,1,8
S63.115A,S63.115,Extremities,0,0,1,5
S63.116A,S63.116,Extremities,0,0,1,1
S63.121A,S63.121,Extremities,0,0,1,1
S63.124A,S63.124,Extremities,0,0,1,2
S63.125A,S63.125,Extremities,0,0,1,2
S63.126A,S63.126,Extremities,0,0,1,2
S63.131A,S63.131,Extremities,0,0,1,1
S63.132A,S63.132,Extremities,0,0,1,1
S63.135A,S63.135,Extremities,0,0,1,2
S63.142A,S63.142,Extremities,0,0,1,1
S63.144A,S63.144,Extremities,0,0,1,4
S63.145A,S63.145,Extremities,0,0,1,1
S63.200A,S63.200,Extremities,0,0,1,1
S63.201A,S63.201,Extremities,0,0,1,1
S63.202A,S63.202,Extremities,0,0,1,1
S63.203A,S63.203,Extremities,0,0,1,1
S63.206A,S63.206,Extremities,0,0,1,1
S63.211A,S63.211,Extremities,0,0,1,3
S63.213A,S63.213,Extremities,0,0,1,2
S63.215A,S63.215,Extremities,0,0,1,2
S63.217A,S63.217,Extremities,0,0,1,1
S63.230A,S63.230,Extremities,0,0,1,2
S63.231A,S63.231,Extremities,0,0,1,1
S63.235A,S63.235,Extremities,0,0,1,3
S63.236A,S63.236,Extremities,0,0,1,1
S63.237A,S63.237,Extremities,0,0,1,1
S63.239A,S63.239,Extremities,0,0,1,1
S63.241A,S63.241,Extremities,0,0,1,1
S63.245A,S63.245,Extremities,0,0,1,1
S63.250A,S63.250,Extremities,0,0,1,1
S63.251A,S63.251,Extremities,0,0,1,4
S63.252A,S63.252,Extremities,0,0,1,2
S63.253A,S63.253,Extremities,0,0,1,1
S63.254A,S63.254,Extremities,0,0,1,2
S63.255A,S63.255,Extremities,0,0,1,5
S63.256A,S63.256,Extremities,0,0,1,5
S63.257A,S63.257,Extremities,0,0,1,3
S63.258A,S63.258,Extremities,0,0,1,1
S63.259A,S63.259,Extremities,0,0,1,37
S63.260A,S63.260,Extremities,0,0.5,4,2
S63.261A,S63.261,Extremities,0,0,1,5
S63.262A,S63.262,Extremities,0,0.25,2,4
S63.263A,S63.263,Extremities,0,0,1,5
S63.264A,S63.264,Extremities,0,0.25,2,4
S63.265A,S63.265,Extremities,0,0,1,1
S63.266A,S63.266,Extremities,0,0,1,1
S63.267A,S63.267,Extremities,0,0,1,5
S63.268A,S63.268,Extremities,0,0,1,2
S63.269A,S63.269,Extremities,0,0,1,3
S63.271A,S63.271,Extremities,0,0,1,3
