dx,icd_10,issbr,hmp,hma,sev,icdn
S63.277A,S63.277,Extremities,0,0,1,2
S63.279A,S63.279,Extremities,0,0.200000003,2,5
S63.280A,S63.280,Extremities,0,0,1,6
S63.281A,S63.281,Extremities,0,0,1,7
S63.282A,S63.282,Extremities,0,0,1,2
S63.283A,S63.283,Extremities,0,0,1,13
S63.284A,S63.284,Extremities,0,0,1,4
S63.285A,S63.285,Extremities,0,0,1,5
S63.286A,S63.286,Extremities,0,0,1,7
S63.287A,S63.287,Extremities,0,0,1,7
S63.288A,S63.288,Extremities,0,0,1,1
S63.289A,S63.289,Extremities,0,0,1,1
S63.290A,S63.290,Extremities,0,0,1,2
S63.291A,S63.291,Extremities,0,0,1,3
S63.292A,S63.292,Extremities,0,0,1,2
S63.293A,S63.293,Extremities,0,0,1,3
S63.294A,S63.294,Extremities,0,0,1,1
S63.295A,S63.295,Extremities,0,0,1,6
S63.296A,S63.296,Extremities,0,0,1,2
S63.297A,S63.297,Extremities,0,0,1,5
S63.301A,S63.301,Extremities,0,0,1,1
S63.302A,S63.302,Extremities,0,0,1,1
S63.321A,S63.321,Extremities,0,0,1,2
S63.322A,S63.322,Extremities,0,0,1,2
S63.331A,S63.331,Extremities,0,0,1,1
S63.391A,S63.391,Extremities,0,0,1,4
S63.392A,S63.392,Extremities,0,0,1,2
S63.400A,S63.400,Extremities,0,0,1,1
S63.401A,S63.401,Extremities,0,0,1,1
S63.404A,S63.404,Extremities,0,0,1,1
S63.405A,S63.405,Extremities,0,0,1,1
S63.415A,S63.415,Extremities,0,0,1,1
S63.416A,S63.416,Extremities,0,0,1,1
S63.417A,S63.417,Extremities,0,0,1,2
S63.418A,S63.418,Extremities,0,0,1,2
S63.419A,S63.419,Extremities,0,0,1,1
S63.430A,S63.430,Extremities,0,0,1,1
S63.433A,S63.433,Extremities,0,0,1,1
S63.434A,S63.434,Extremities,0,0,1,1
S63.437A,S63.437,Extremities,0,0,1,1
S63.496A,S63.496,Extremities,0,0,1,1
S63.498A,S63.498,Extremities,0,0,1,2
S63.501A,S63.501,Extremities,0,0,1,35
S63.502A,S63.502,Extremities,0,0,1,39
S63.509A,S63.509,Extremities,0,0,1,4
S63.511A,S63.511,Extremities,0,0,1,6
S63.512A,S63.512,Extremities,0,0.090909094,1,11
S63.519A,S63.519,Extremities,0,0,1,18
S63.521A,S63.521,Extremities,0,0,1,1
S63.591A,S63.591,Extremities,0,0,1,7
S63.592A,S63.592,Extremities,0,0,1,9
S63.601A,S63.601,Extremities,0,0,1,3
S63.602A,S63.602,Extremities,0,0,1,9
S63.609A,S63.609,Extremities,0,0,1,4
S63.610A,S63.610,Extremities,0,0,1,2
S63.611A,S63.611,Extremities,0,0,1,1
S63.612A,S63.612,Extremities,0,0,1,1
S63.617A,S63.617,Extremities,0,0.5,4,2
S63.619A,S63.619,Extremities,0,0,1,7
S63.621A,S63.621,Extremities,0,0,1,2
S63.622A,S63.622,Extremities,0,0,1,1
S63.630A,S63.630,Extremities,0,0,1,2
S63.631A,S63.631,Extremities,0,0,1,1
S63.632A,S63.632,Extremities,0,0,1,3
S63.633A,S63.633,Extremities,0,0,1,1
S63.634A,S63.634,Extremities,0,0,1,2
S63.635A,S63.635,Extremities,0,0,1,1
S63.636A,S63.636,Extremities,0,0,1,1
S63.637A,S63.637,Extremities,0,0,1,3
S63.641A,S63.641,Extremities,0,0,1,3
S63.642A,S63.642,Extremities,0,0,1,3
S63.649A,S63.649,Extremities,0,0,1,1
S63.650A,S63.650,Extremities,0,0,1,1
S63.654A,S63.654,Extremities,0,0,1,1
S63.656A,S63.656,Extremities,0,0,1,1
S63.658A,S63.658,Extremities,0,0,1,1
S63.691A,S63.691,Extremities,0,0,1,1
S63.8X1A,S63.8,Extremities,0,0.083333336,1,12
S63.8X2A,S63.8,Extremities,0,0.083333336,1,12
S63.8X9A,S63.8,Extremities,0,0.083333336,1,12
S63.90XA,S63.90,Extremities,0,0,1,8
S63.91XA,S63.91,Extremities,0,0,1,9
S63.92XA,S63.92,Extremities,0,0,1,4
S64.00XA,S64.00,Extremities,0,0.06666667,1,15
S64.01XA,S64.01,Extremities,0,0,1,27
S64.02XA,S64.02,Extremities,0,0,1,41
S64.10XA,S64.10,Extremities,0,0.06666667,1,15
S64.11XA,S64.11,Extremities,0,0,1,24
S64.12XA,S64.12,Extremities,0,0,1,26
S64.20XA,S64.20,Extremities,0,0,1,15
S64.21XA,S64.21,Extremities,0,0,1,13
S64.22XA,S64.22,Extremities,0,0,1,24
S64.30XA,S64.30,Extremities,0,0,1,1
S64.31XA,S64.31,Extremities,0,0,1,12
S64.32XA,S64.32,Extremities,0,0,1,17
S64.40XA,S64.40,Extremities,0,0,1,28
S64.490A,S64.490,Extremities,0,0,1,17
S64.491A,S64.491,Extremities,0,0,1,29
S64.492A,S64.492,Extremities,0,0,1,8
S64.493A,S64.493,Extremities,0,0,1,20
S64.494A,S64.494,Extremities,0,0,1,11
S64.495A,S64.495,Extremities,0,0,1,15
S64.496A,S64.496,Extremities,0,0,1,10
S64.497A,S64.497,Extremities,0,0,1,10
S64.498A,S64.498,Extremities,0,0,1,2
S64.8X2A,S64.8,Extremities,0,0,1,1
S64.90XA,S64.90,Extremities,0,0,1,1
S64.92XA,S64.92,Extremities,0,0,1,3
S65.002A,S65.002,Extremities,0,0,1,1
S65.009A,S65.009,Extremities,0,0,1,12
S65.011A,S65.011,Extremities,0,0,1,20
S65.012A,S65.012,Extremities,0,0,1,24
S65.091A,S65.091,Extremities,0,0,1,1
S65.092A,S65.092,Extremities,0,0,1,1
S65.101A,S65.101,Extremities,0,0,1,2
S65.102A,S65.102,Extremities,0,0,1,1
S65.109A,S65.109,Extremities,0.5,0.125,5,8
S65.111A,S65.111,Extremities,0,0,1,23
S65.112A,S65.112,Extremities,0,0,1,22
S65.119A,S65.119,Extremities,0,0,1,1
S65.192A,S65.192,Extremities,0,0,1,1
S65.211A,S65.211,Extremities,0,0,1,1
S65.212A,S65.212,Extremities,0,0,1,1
S65.311A,S65.311,Extremities,0,0,1,2
S65.401A,S65.401,Extremities,0,0,1,1
S65.411A,S65.411,Extremities,0,0,1,5
S65.412A,S65.412,Extremities,0,0,1,2
S65.504A,S65.504,Extremities,0,0,1,1
S65.508A,S65.508,Extremities,0,0,1,1
S65.509A,S65.509,Extremities,0,0,1,3
S65.510A,S65.510,Extremities,0,0,1,2
S65.511A,S65.511,Extremities,0,0,1,3
S65.512A,S65.512,Extremities,0,0,1,1
S65.513A,S65.513,Extremities,0,0,1,2
S65.514A,S65.514,Extremities,0,0,1,4
S65.515A,S65.515,Extremities,0,0,1,3
S65.516A,S65.516,Extremities,0,0,1,3
S65.517A,S65.517,Extremities,0,0,1,4
S65.518A,S65.518,Extremities,0,0,1,2
S65.519A,S65.519,Extremities,0,0,1,5
S65.590A,S65.590,Extremities,0,0,1,1
S65.591A,S65.591,Extremities,0,0,1,1
S65.592A,S65.592,Extremities,0,0,1,2
S65.594A,S65.594,Extremities,0,0,1,2
S65.596A,S65.596,Extremities,0,0,1,1
S65.599A,S65.599,Extremities,0,0,1,1
S65.801A,S65.801,Extremities,0,0,1,1
S65.809A,S65.809,Extremities,0,0,1,5
S65.811A,S65.811,Extremities,0,0,1,5
S65.812A,S65.812,Extremities,0,0,1,6
S65.902A,S65.902,Extremities,0,0,1,2
S66.021A,S66.021,Extremities,0,0,1,15
S66.022A,S66.022,Extremities,0,0,1,10
S66.091A,S66.091,Extremities,0,0,1,1
S66.100A,S66.100,Extremities,0,0,1,4
S66.102A,S66.102,Extremities,0,0,1,1
S66.104A,S66.104,Extremities,0,0,1,1
S66.105A,S66.105,Extremities,0,0,1,1
S66.106A,S66.106,Extremities,0,0,1,1
S66.112A,S66.112,Extremities,0,0,1,1
S66.119A,S66.119,Extremities,0,0,1,1
S66.120A,S66.120,Extremities,0,0,1,14
S66.121A,S66.121,Extremities,0,0,1,30
S66.122A,S66.122,Extremities,0,0,1,16
S66.123A,S66.123,Extremities,0,0,1,21
S66.124A,S66.124,Extremities,0,0,1,17
S66.125A,S66.125,Extremities,0,0,1,20
S66.126A,S66.126,Extremities,0,0,1,13
S66.127A,S66.127,Extremities,0,0,1,14
S66.128A,S66.128,Extremities,0,0,1,3
S66.129A,S66.129,Extremities,0,0,1,13
S66.190A,S66.190,Extremities,0,0,1,1
S66.191A,S66.191,Extremities,0,0,1,2
S66.192A,S66.192,Extremities,0,0,1,1
S66.201A,S66.201,Extremities,0,0,1,2
S66.202A,S66.202,Extremities,0,0,1,1
S66.221A,S66.221,Extremities,0,0,1,10
S66.222A,S66.222,Extremities,0,0,1,19
S66.300A,S66.300,Extremities,0,0,1,2
S66.301A,S66.301,Extremities,0,0,1,2
S66.302A,S66.302,Extremities,0,0,1,1
S66.303A,S66.303,Extremities,0,0,1,2
S66.304A,S66.304,Extremities,0,0,1,1
S66.305A,S66.305,Extremities,0,0,1,1
S66.306A,S66.306,Extremities,0,0,1,1
S66.307A,S66.307,Extremities,0,0,1,1
S66.308A,S66.308,Extremities,0,0,1,1
S66.309A,S66.309,Extremities,0,0,1,1
S66.310A,S66.310,Extremities,0,0,1,2
S66.312A,S66.312,Extremities,0,0,1,1
S66.313A,S66.313,Extremities,0,0,1,1
S66.314A,S66.314,Extremities,0,0,1,1
S66.315A,S66.315,Extremities,0,0,1,1
S66.319A,S66.319,Extremities,0,0,1,1
S66.320A,S66.320,Extremities,0,0,1,23
S66.321A,S66.321,Extremities,0,0,1,23
S66.322A,S66.322,Extremities,0,0,1,14
S66.323A,S66.323,Extremities,0,0,1,25
S66.324A,S66.324,Extremities,0,0,1,17
S66.325A,S66.325,Extremities,0,0,1,23
S66.326A,S66.326,Extremities,0,0,1,11
S66.327A,S66.327,Extremities,0,0,1,18
S66.328A,S66.328,Extremities,0,0,1,2
S66.329A,S66.329,Extremities,0,0,1,12
S66.391A,S66.391,Extremities,0,0,1,1
S66.392A,S66.392,Extremities,0,0,1,2
S66.393A,S66.393,Extremities,0,0,1,2
S66.394A,S66.394,Extremities,0,0,1,1
S66.395A,S66.395,Extremities,0,0,1,1
S66.396A,S66.396,Extremities,0,0,1,3
S66.397A,S66.397,Extremities,0,0,1,2
S66.399A,S66.399,Extremities,0,0,1,1
S66.421A,S66.421,Extremities,0,0,1,1
S66.422A,S66.422,Extremities,0,0,1,2
S66.492A,S66.492,Extremities,0,0,1,1
S66.509A,S66.509,Extremities,0,0,1,1
S66.514A,S66.514,Extremities,0,0,1,1
S66.521A,S66.521,Extremities,0,0,1,7
S66.522A,S66.522,Extremities,0,0,1,1
S66.523A,S66.523,Extremities,0,0,1,2
S66.524A,S66.524,Extremities,0,0,1,1
S66.525A,S66.525,Extremities,0,0,1,3
S66.526A,S66.526,Extremities,0,0,1,2
S66.527A,S66.527,Extremities,0,0.5,4,2
S66.529A,S66.529,Extremities,0,0.015625,1,64
S66.592A,S66.592,Extremities,0,0,1,1
S66.811A,S66.811,Extremities,0,0,1,2
S66.812A,S66.812,Extremities,0,0,1,2
S66.821A,S66.821,Extremities,0,0.027777778,1,36
S66.822A,S66.822,Extremities,0,0,1,42
S66.891A,S66.891,Extremities,0,0,1,2
S66.892A,S66.892,Extremities,0,0,1,4
S66.901A,S66.901,Extremities,0,0.5,4,2
S66.902A,S66.902,Extremities,0,0,1,3
S66.911A,S66.911,Extremities,0,0,1,5
S66.912A,S66.912,Extremities,0,0,1,12
S66.919A,S66.919,Extremities,0,0,1,1
S66.921A,S66.921,Extremities,0,0,1,24
S66.922A,S66.922,Extremities,0,0,1,14
S66.929A,S66.929,Extremities,0,0.034482758,1,29
S66.991A,S66.991,Extremities,0,1,5,1
S67.01XA,S67.01,Extremities,0,0,1,13
S67.02XA,S67.02,Extremities,0,0,1,1
S67.10XA,S67.10,Extremities,0,0,1,6
S67.190A,S67.190,Extremities,0,0,1,9
S67.191A,S67.191,Extremities,0,0,1,7
S67.192A,S67.192,Extremities,0,0,1,10
S67.193A,S67.193,Extremities,0,0,1,11
S67.194A,S67.194,Extremities,0,0,1,7
S67.195A,S67.195,Extremities,0,0,1,11
S67.196A,S67.196,Extremities,0,0,1,3
S67.197A,S67.197,Extremities,0,0,1,6
S67.198A,S67.198,Extremities,0,0,1,2
S67.20XA,S67.20,Extremities,0,0,1,4
S67.21XA,S67.21,Extremities,0,0,1,23
S67.22XA,S67.22,Extremities,0,0,1,21
S67.30XA,S67.30,Extremities,0,0,1,1
S67.31XA,S67.31,Extremities,0,0,1,1
S67.32XA,S67.32,Extremities,0,0,1,3
S67.40XA,S67.40,Extremities,0,0,1,2
S67.41XA,S67.41,Extremities,0,0,1,2
S67.90XA,S67.90,Extremities,0,0,1,1
S67.91XA,S67.91,Extremities,0,0,1,1
S68.011A,S68.011,Extremities,0,0,1,12
S68.012A,S68.012,Extremities,0,0,1,15
S68.019A,S68.019,Extremities,0,0,1,3
S68.021A,S68.021,Extremities,0,0.0625,1,16
S68.022A,S68.022,Extremities,0,0,1,18
S68.110A,S68.110,Extremities,0,0,1,20
S68.111A,S68.111,Extremities,0,0.030303031,1,33
S68.112A,S68.112,Extremities,0,0,1,12
S68.113A,S68.113,Extremities,0,0,1,18
S68.114A,S68.114,Extremities,0,0,1,11
S68.115A,S68.115,Extremities,0,0,1,19
S68.116A,S68.116,Extremities,0,0,1,12
S68.117A,S68.117,Extremities,0,0,1,9
S68.119A,S68.119,Extremities,0,0,1,19
S68.120A,S68.120,Extremities,0,0,1,22
S68.121A,S68.121,Extremities,0,0,1,29
S68.122A,S68.122,Extremities,0,0,1,16
S68.123A,S68.123,Extremities,0,0,1,23
S68.124A,S68.124,Extremities,0,0,1,14
S68.125A,S68.125,Extremities,0,0,1,22
S68.126A,S68.126,Extremities,0,0,1,10
S68.127A,S68.127,Extremities,0,0,1,27
S68.128A,S68.128,Extremities,0,0,1,2
S68.129A,S68.129,Extremities,0,0,1,9
S68.411A,S68.411,Extremities,0,0,1,2
S68.412A,S68.412,Extremities,0,0,1,4
S68.419A,S68.419,Extremities,0,0,1,2
S68.421A,S68.421,Extremities,0,0,1,1
S68.422A,S68.422,Extremities,0,0,1,1
S68.511A,S68.511,Extremities,0,0,1,5
S68.512A,S68.512,Extremities,0,0,1,8
S68.519A,S68.519,Extremities,0,0,1,2
S68.521A,S68.521,Extremities,0,0,1,8
S68.522A,S68.522,Extremities,0,0,1,17
S68.529A,S68.529,Extremities,0,0,1,4
S68.610A,S68.610,Extremities,0,0,1,9
S68.611A,S68.611,Extremities,0,0,1,13
S68.612A,S68.612,Extremities,0,0,1,6
S68.613A,S68.613,Extremities,0,0,1,12
S68.614A,S68.614,Extremities,0,0,1,3
S68.615A,S68.615,Extremities,0,0,1,11
S68.616A,S68.616,Extremities,0,0,1,4
S68.617A,S68.617,Extremities,0,0,1,8
S68.619A,S68.619,Extremities,1,0.333333343,5,3
S68.620A,S68.620,Extremities,0,0,1,19
S68.621A,S68.621,Extremities,0,0,1,29
S68.622A,S68.622,Extremities,0,0,1,17
S68.623A,S68.623,Extremities,0,0,1,28
S68.624A,S68.624,Extremities,0,0,1,11
S68.625A,S68.625,Extremities,0,0,1,17
S68.626A,S68.626,Extremities,0,0,1,11
S68.627A,S68.627,Extremities,0,0,1,19
S68.628A,S68.628,Extremities,0,0,1,1
S68.629A,S68.629,Extremities,0,0.028571429,1,35
S68.711A,S68.711,Extremities,0,0,1,3
S68.712A,S68.712,Extremities,0,0,1,2
S68.721A,S68.721,Extremities,0,0.5,4,2
S68.722A,S68.722,Extremities,0,0,1,2
S68.729A,S68.729,Extremities,0,0,1,4
S69.80XA,S69.80,Extremities,0,0,1,5
S69.81XA,S69.81,Extremities,0,0,1,12
S69.82XA,S69.82,Extremities,0,0,1,12
S69.90XA,S69.90,Extremities,0,0,1,3
S69.91XA,S69.91,Extremities,0,0,1,26
S69.92XA,S69.92,Extremities,0,0.047619049,1,21
S70.00XA,S70.00,Extremities,0.010989011,0.043478262,1,437
S70.01XA,S70.01,Extremities,0.055555556,0.032640949,2,337
S70.02XA,S70.02,Extremities,0,0.053125001,1,320
S70.10XA,S70.10,Extremities,0.050000001,0.112359554,3,178
S70.11XA,S70.11,Extremities,0.024390243,0.101626016,2,246
S70.12XA,S70.12,Extremities,0.022222223,0.089347079,2,291
S70.211A,S70.211,Extremities,0,0.034220532,1,263
S70.212A,S70.212,Extremities,0.111111112,0.055350553,3,271
S70.219A,S70.219,Extremities,0,0.035135135,1,370
S70.252A,S70.252,Extremities,0,1,5,1
S70.259A,S70.259,Extremities,0,0,1,1
S70.279A,S70.279,Extremities,0,0,1,2
S70.311A,S70.311,Extremities,0,0.096491225,1,228
S70.312A,S70.312,Extremities,0,0.089622639,1,212
S70.319A,S70.319,Extremities,0,0.045454547,1,22
S70.342A,S70.342,Extremities,0,1,5,1
S70.352A,S70.352,Extremities,0,0,1,4
S70.912A,S70.912,Extremities,0,0,1,1
S71.001A,S71.001,Extremities,0,0.083333336,1,12
S71.002A,S71.002,Extremities,0,0.125,1,8
S71.009A,S71.009,Extremities,0.050000001,0.155172408,3,58
S71.011A,S71.011,Extremities,0,0.071428575,1,28
S71.012A,S71.012,Extremities,0,0,1,25
S71.019A,S71.019,Extremities,0,0.090909094,1,110
S71.021A,S71.021,Extremities,0,0.125,1,8
S71.022A,S71.022,Extremities,0,0,1,6
S71.029A,S71.029,Extremities,0,0.25,2,4
S71.031A,S71.031,Extremities,0.333333343,0.300000012,5,10
S71.032A,S71.032,Extremities,0,0.100000001,1,10
S71.039A,S71.039,Extremities,0,0,1,12
S71.041A,S71.041,Extremities,0,0,1,7
S71.042A,S71.042,Extremities,0,0,1,12
S71.101A,S71.101,Extremities,0,0.017857144,1,56
S71.102A,S71.102,Extremities,0,0.05952381,1,84
S71.109A,S71.109,Extremities,0,0.098039217,1,102
S71.111A,S71.111,Extremities,0,0.090909094,1,187
S71.112A,S71.112,Extremities,0,0.049261082,1,203
S71.119A,S71.119,Extremities,0,0.125,1,8
S71.121A,S71.121,Extremities,0,0.083333336,1,36
S71.122A,S71.122,Extremities,0.071428575,0.142857149,3,35
S71.129A,S71.129,Extremities,0,0.333333343,3,3
S71.131A,S71.131,Extremities,0.025,0.131578952,2,114
S71.132A,S71.132,Extremities,0,0.086206898,1,116
S71.139A,S71.139,Extremities,0,0,1,17
S71.141A,S71.141,Extremities,0,0.05172414,1,58
S71.142A,S71.142,Extremities,0,0.094594598,1,74
S71.149A,S71.149,Extremities,0,0,1,7
S71.151A,S71.151,Extremities,0,0,1,11
S71.152A,S71.152,Extremities,0,0,1,7
S72.001A,S72.001,Extremities,0.025510205,0.031887755,1,784
S72.002A,S72.002,Extremities,0.022624435,0.031990521,1,844
S72.009A,S72.009,Extremities,0.032467533,0.047101449,2,276
S72.011A,S72.011,Extremities,0.010600707,0.01734104,1,346
S72.012A,S72.012,Extremities,0.019011406,0.018808777,1,319
S72.019A,S72.019,Extremities,0,0,1,10
S72.021A,S72.021,Extremities,0,0,1,25
S72.022A,S72.022,Extremities,0,0,1,22
S72.023A,S72.023,Extremities,0,0,1,1
S72.024A,S72.024,Extremities,0,0,1,7
S72.025A,S72.025,Extremities,0,0,1,5
S72.031A,S72.031,Extremities,0,0.012658228,1,79
S72.032A,S72.032,Extremities,0.01754386,0.024691358,1,81
S72.034A,S72.034,Extremities,0,0,1,18
S72.035A,S72.035,Extremities,0,0,1,21
S72.041A,S72.041,Extremities,0.034482758,0.053435113,2,131
S72.042A,S72.042,Extremities,0.01923077,0.022222223,1,135
S72.044A,S72.044,Extremities,0,0,1,41
S72.045A,S72.045,Extremities,0.023255814,0.037037037,1,54
S72.046A,S72.046,Extremities,0,0,1,1
S72.051A,S72.051,Extremities,0.021739131,0.019417476,1,103
S72.052A,S72.052,Extremities,0,0.012987013,1,77
S72.059A,S72.059,Extremities,0.025641026,0.04109589,1,73
S72.061A,S72.061,Extremities,0.050000001,0.046511628,2,43
S72.062A,S72.062,Extremities,0.083333336,0.046511628,3,43
S72.064A,S72.064,Extremities,0,0,1,12
S72.065A,S72.065,Extremities,0,0,1,9
S72.091A,S72.091,Extremities,0.013888889,0.025,1,120
S72.092A,S72.092,Extremities,0.03409091,0.045454547,2,132
S72.099A,S72.099,Extremities,0.074074075,0.030769231,3,65
S72.101A,S72.101,Extremities,0,0,1,46
S72.102A,S72.102,Extremities,0.052631579,0.046153847,2,65
S72.109A,S72.109,Extremities,0.03960396,0.043749999,2,320
S72.111A,S72.111,Extremities,0,0.014705882,1,68
S72.112A,S72.112,Extremities,0,0.02739726,1,73
S72.113A,S72.113,Extremities,0,0,1,2
S72.114A,S72.114,Extremities,0,0,1,47
S72.115A,S72.115,Extremities,0,0.036363635,1,55
S72.116A,S72.116,Extremities,0,0,1,1
S72.121A,S72.121,Extremities,0.100000001,0.07692308,3,26
S72.122A,S72.122,Extremities,0,0,1,22
S72.123A,S72.123,Extremities,0,0,1,1
S72.124A,S72.124,Extremities,0,0,1,8
S72.125A,S72.125,Extremities,0,0,1,9
S72.126A,S72.126,Extremities,0,0,1,1
S72.131A,S72.131,Extremities,0,0,1,4
S72.132A,S72.132,Extremities,0,0,1,1
S72.141A,S72.141,Extremities,0.01992966,0.033187773,1,1145
S72.142A,S72.142,Extremities,0.025164114,0.02946128,1,1188
S72.143A,S72.143,Extremities,0,0.100000001,1,30
S72.144A,S72.144,Extremities,0.029304029,0.037249282,2,349
S72.145A,S72.145,Extremities,0.027027028,0.03560831,1,337
S72.146A,S72.146,Extremities,0,0,1,3
S72.21XA,S72.21,Extremities,0.014814815,0.01754386,1,228
S72.22XA,S72.22,Extremities,0.00729927,0.008547009,1,234
S72.23XA,S72.23,Extremities,0,0,1,4
S72.24XA,S72.24,Extremities,0,0,1,31
S72.25XA,S72.25,Extremities,0,0.111111112,1,27
S72.26XA,S72.26,Extremities,0,0,1,2
S72.301A,S72.301,Extremities,0,0.066225164,1,151
S72.302A,S72.302,Extremities,0.010526316,0.046511628,1,172
S72.309A,S72.309,Extremities,0,0.026785715,1,112
S72.321A,S72.321,Extremities,0,0.02112676,1,142
S72.322A,S72.322,Extremities,0,0.020833334,1,144
S72.323A,S72.323,Extremities,0.138888896,0.07692308,4,65
S72.324A,S72.324,Extremities,0,0.105263159,1,19
S72.325A,S72.325,Extremities,0,0,1,12
S72.331A,S72.331,Extremities,0.011494253,0.009174312,1,109
S72.332A,S72.332,Extremities,0.024390243,0.017241379,1,116
S72.333A,S72.333,Extremities,0,0,1,2
S72.334A,S72.334,Extremities,0,0,1,16
S72.335A,S72.335,Extremities,0,0.052631579,1,19
S72.341A,S72.341,Extremities,0.015384615,0.037974682,1,79
S72.342A,S72.342,Extremities,0,0,1,93
S72.343A,S72.343,Extremities,0,0,1,2
S72.344A,S72.344,Extremities,0,0,1,13
S72.345A,S72.345,Extremities,0,0,1,12
S72.351A,S72.351,Extremities,0,0.023333333,1,300
S72.352A,S72.352,Extremities,0.008695652,0.039855074,1,276
S72.353A,S72.353,Extremities,0,0.067567565,1,74
S72.354A,S72.354,Extremities,0,0.039999999,1,25
S72.355A,S72.355,Extremities,0,0.045454547,1,22
S72.361A,S72.361,Extremities,0,0.055555556,1,18
S72.362A,S72.362,Extremities,0,0,1,21
S72.364A,S72.364,Extremities,0,0,1,2
S72.391A,S72.391,Extremities,0,0.046511628,1,43
S72.392A,S72.392,Extremities,0,0.055555556,1,36
S72.399A,S72.399,Extremities,0,0,1,1
S72.401A,S72.401,Extremities,0.00990099,0.045751635,1,153
S72.402A,S72.402,Extremities,0,0.057803467,1,173
S72.409A,S72.409,Extremities,0.020833334,0.032608695,1,92
S72.411A,S72.411,Extremities,0,0.035714287,1,28
S72.412A,S72.412,Extremities,0,0,1,20
S72.413A,S72.413,Extremities,0,0.025,1,40
S72.414A,S72.414,Extremities,0,0,1,7
S72.415A,S72.415,Extremities,0,0,1,7
S72.416A,S72.416,Extremities,1,0.333333343,5,3
S72.421A,S72.421,Extremities,0,0.039999999,1,25
S72.422A,S72.422,Extremities,0,0,1,29
S72.423A,S72.423,Extremities,0,0,1,2
S72.424A,S72.424,Extremities,0,0.100000001,1,10
S72.425A,S72.425,Extremities,0.100000001,0.05882353,3,17
S72.431A,S72.431,Extremities,0,0,1,29
S72.432A,S72.432,Extremities,0,0.047619049,1,21
S72.433A,S72.433,Extremities,0,0,1,2
S72.434A,S72.434,Extremities,0,0,1,17
S72.435A,S72.435,Extremities,0,0,1,13
S72.441A,S72.441,Extremities,0.07692308,0.05882353,3,17
S72.442A,S72.442,Extremities,0,0.06666667,1,15
S72.444A,S72.444,Extremities,0,0,1,3
S72.445A,S72.445,Extremities,0,0,1,2
S72.451A,S72.451,Extremities,0,0.01923077,1,104
S72.452A,S72.452,Extremities,0,0,1,88
S72.453A,S72.453,Extremities,0.045454547,0.027777778,2,36
S72.454A,S72.454,Extremities,0,0.0625,1,16
S72.455A,S72.455,Extremities,0,0,1,14
S72.461A,S72.461,Extremities,0,0,1,43
S72.462A,S72.462,Extremities,0,0,1,38
S72.463A,S72.463,Extremities,0,0.200000003,2,10
S72.464A,S72.464,Extremities,0,0,1,6
S72.465A,S72.465,Extremities,0,0,1,3
S72.471A,S72.471,Extremities,0,0,1,4
S72.472A,S72.472,Extremities,0,0,1,2
S72.491A,S72.491,Extremities,0.02631579,0.037037037,1,54
S72.492A,S72.492,Extremities,0,0.034482758,1,58
S72.499A,S72.499,Extremities,0,0.333333343,3,3
S72.8X1A,S72.8,Extremities,0,0.120481931,1,83
S72.8X2A,S72.8,Extremities,0,0.120481931,1,83
S72.90XA,S72.90,Extremities,0.096774191,0.157894731,4,114
S72.91XA,S72.91,Extremities,0.043478262,0.203703701,3,54
S72.92XA,S72.92,Extremities,0.045454547,0.257142872,3,70
S73.001A,S73.001,Extremities,0,0.05882353,1,34
S73.002A,S73.002,Extremities,0,0.079999998,1,25
S73.003A,S73.003,Extremities,0,0.166666672,2,6
S73.004A,S73.004,Extremities,0.07692308,0.067567565,3,74
S73.005A,S73.005,Extremities,0,0,1,46
S73.006A,S73.006,Extremities,0,0.034482758,1,58
S73.011A,S73.011,Extremities,0,0,1,18
S73.012A,S73.012,Extremities,0,0.375,3,8
S73.014A,S73.014,Extremities,0.06666667,0.018181818,2,110
S73.015A,S73.015,Extremities,0,0.011627907,1,86
S73.016A,S73.016,Extremities,0,0,1,5
S73.022A,S73.022,Extremities,0,0,1,1
S73.025A,S73.025,Extremities,0,0,1,3
S73.031A,S73.031,Extremities,0,0,1,4
S73.032A,S73.032,Extremities,0,0.166666672,2,6
S73.034A,S73.034,Extremities,0,0,1,10
S73.035A,S73.035,Extremities,0,0.100000001,1,10
S73.042A,S73.042,Extremities,0,0,1,1
S73.044A,S73.044,Extremities,0,0,1,3
S73.045A,S73.045,Extremities,0,0.5,4,2
S73.101A,S73.101,Extremities,0,0.033333335,1,30
S73.102A,S73.102,Extremities,0,0.041666668,1,24
S73.109A,S73.109,Extremities,0,0,1,24
S73.112A,S73.112,Extremities,0,0,1,1
S73.191A,S73.191,Extremities,0,0,1,2
S73.192A,S73.192,Extremities,0,0,1,5
S73.199A,S73.199,Extremities,0,0,1,1
S74.00XA,S74.00,Extremities,0,0,1,7
S74.01XA,S74.01,Extremities,0,0,1,20
S74.02XA,S74.02,Extremities,0,0,1,10
S74.10XA,S74.10,Extremities,0,0.333333343,3,3
S74.11XA,S74.11,Extremities,0,0,1,2
S74.12XA,S74.12,Extremities,0,0,1,6
S74.21XA,S74.21,Extremities,0,0,1,1
S74.8X2A,S74.8,Extremities,0,0,1,1
S74.91XA,S74.91,Extremities,0,0,1,4
S74.92XA,S74.92,Extremities,0,0,1,3
S75.001A,S75.001,Extremities,0,0,1,6
S75.002A,S75.002,Extremities,0,0.142857149,1,14
