i10,severity,issbr
S42016A,2,5.0
S42016B,2,5.0
S42017A,2,5.0
S42017B,2,5.0
S42018A,2,5.0
S42018B,2,5.0
S42019A,2,5.0
S42019B,2,5.0
S42021A,2,5.0
S42021B,2,5.0
S42022A,2,5.0
S42022B,2,5.0
S42023A,2,5.0
S42023B,2,5.0
S42024A,2,5.0
S42024B,2,5.0
S42025A,2,5.0
S42025B,2,5.0
S42026A,2,5.0
S42026B,2,5.0
S42031A,2,5.0
S42031B,2,5.0
S42032A,2,5.0
S42032B,2,5.0
S42033A,2,5.0
S42033B,2,5.0
S42034A,2,5.0
S42034B,2,5.0
S42035A,2,5.0
S42035B,2,5.0
S42036A,2,5.0
S42036B,2,5.0
S42101A,2,5.0
S42101B,2,5.0
S42102A,2,5.0
S42102B,2,5.0
S42109A,2,5.0
S42109B,2,5.0
S42111A,2,5.0
S42111B,2,5.0
S42112A,2,5.0
S42112B,2,5.0
S42113A,2,5.0
S42113B,2,5.0
S42114A,2,5.0
S42114B,2,5.0
S42115A,2,5.0
S42115B,2,5.0
S42116A,2,5.0
S42116B,2,5.0
S42121A,2,5.0
S42121B,2,5.0
S42122A,2,5.0
S42122B,2,5.0
S42123A,2,5.0
S42123B,2,5.0
S42124A,2,5.0
S42124B,2,5.0
S42125A,2,5.0
S42125B,2,5.0
S42126A,2,5.0
S42126B,2,5.0
S42131A,2,5.0
S42131B,2,5.0
S42132A,2,5.0
S42132B,2,5.0
S42133A,2,5.0
S42133B,2,5.0
S42134A,2,5.0
S42134B,2,5.0
S42135A,2,5.0
S42135B,2,5.0
S42136A,2,5.0
S42136B,2,5.0
S42141A,2,5.0
S42141B,2,5.0
S42142A,2,5.0
S42142B,2,5.0
S42143A,2,5.0
S42143B,2,5.0
S42144A,2,5.0
S42144B,2,5.0
S42145A,2,5.0
S42145B,2,5.0
S42146A,2,5.0
S42146B,2,5.0
S42151A,2,5.0
S42151B,2,5.0
S42152A,2,5.0
S42152B,2,5.0
S42153A,2,5.0
S42153B,2,5.0
S42154A,2,5.0
S42154B,2,5.0
S42155A,2,5.0
S42155B,2,5.0
S42156A,2,5.0
S42156B,2,5.0
S42191A,2,5.0
S42191B,2,5.0
S42192A,2,5.0
S42192B,2,5.0
S42199A,2,5.0
S42199B,2,5.0
S42201A,2,5.0
S42201B,3,5.0
S42202A,2,5.0
S42202B,3,5.0
S42209A,2,5.0
S42209B,3,5.0
S42211A,2,5.0
S42211B,3,5.0
S42212A,2,5.0
S42212B,3,5.0
S42213A,2,5.0
S42213B,3,5.0
S42214A,2,5.0
S42214B,3,5.0
S42215A,2,5.0
S42215B,3,5.0
S42216A,2,5.0
S42216B,3,5.0
S42221A,2,5.0
S42221B,3,5.0
S42222A,2,5.0
S42222B,3,5.0
S42223A,2,5.0
S42223B,3,5.0
S42224A,2,5.0
S42224B,3,5.0
S42225A,2,5.0
S42225B,3,5.0
S42226A,2,5.0
S42226B,3,5.0
S42231A,2,5.0
S42231B,3,5.0
S42232A,2,5.0
S42232B,3,5.0
S42239A,2,5.0
S42239B,3,5.0
S42241A,2,5.0
S42241B,3,5.0
S42242A,2,5.0
S42242B,3,5.0
S42249A,2,5.0
S42249B,3,5.0
S42251A,2,5.0
S42251B,3,5.0
S42252A,2,5.0
S42252B,3,5.0
S42253A,2,5.0
S42253B,3,5.0
S42254A,2,5.0
S42254B,3,5.0
S42255A,2,5.0
S42255B,3,5.0
S42256A,2,5.0
S42256B,3,5.0
S42261A,2,5.0
S42261B,3,5.0
S42262A,2,5.0
S42262B,3,5.0
S42263A,2,5.0
S42263B,3,5.0
S42264A,2,5.0
S42264B,3,5.0
S42265A,2,5.0
S42265B,3,5.0
S42266A,2,5.0
S42266B,3,5.0
S42271A,2,5.0
S42272A,2,5.0
S42279A,2,5.0
S42291A,2,5.0
S42291B,3,5.0
S42292A,2,5.0
S42292B,3,5.0
S42293A,2,5.0
S42293B,3,5.0
S42294A,2,5.0
S42294B,3,5.0
S42295A,2,5.0
S42295B,3,5.0
S42296A,2,5.0
S42296B,3,5.0
S42301A,2,5.0
S42301B,3,5.0
S42302A,2,5.0
S42302B,3,5.0
S42309A,2,5.0
S42309B,3,5.0
S42311A,2,5.0
S42312A,2,5.0
S42319A,2,5.0
S42321A,2,5.0
S42321B,3,5.0
S42322A,2,5.0
S42322B,3,5.0
S42323A,2,5.0
S42323B,3,5.0
S42324A,2,5.0
S42324B,3,5.0
S42325A,2,5.0
S42325B,3,5.0
S42326A,2,5.0
S42326B,3,5.0
S42331A,2,5.0
S42331B,3,5.0
S42332A,2,5.0
S42332B,3,5.0
S42333A,2,5.0
S42333B,3,5.0
S42334A,2,5.0
S42334B,3,5.0
S42335A,2,5.0
S42335B,3,5.0
S42336A,2,5.0
S42336B,3,5.0
S42341A,2,5.0
S42341B,3,5.0
S42342A,2,5.0
S42342B,3,5.0
S42343A,2,5.0
S42343B,3,5.0
S42344A,2,5.0
S42344B,3,5.0
S42345A,2,5.0
S42345B,3,5.0
S42346A,2,5.0
S42346B,3,5.0
S42351A,2,5.0
S42351B,3,5.0
S42352A,2,5.0
S42352B,3,5.0
S42353A,2,5.0
S42353B,3,5.0
S42354A,2,5.0
S42354B,3,5.0
S42355A,2,5.0
S42355B,3,5.0
S42356A,2,5.0
S42356B,3,5.0
S42361A,2,5.0
S42361B,3,5.0
S42362A,2,5.0
S42362B,3,5.0
S42363A,2,5.0
S42363B,3,5.0
S42364A,2,5.0
S42364B,3,5.0
S42365A,2,5.0
S42365B,3,5.0
S42366A,2,5.0
S42366B,3,5.0
S42391A,2,5.0
S42391B,3,5.0
S42392A,2,5.0
S42392B,3,5.0
S42399A,2,5.0
S42399B,3,5.0
S42401A,2,5.0
S42401B,3,5.0
S42402A,2,5.0
S42402B,3,5.0
S42409A,2,5.0
S42409B,3,5.0
S42411A,2,5.0
S42411B,3,5.0
S42412A,2,5.0
S42412B,3,5.0
S42413A,2,5.0
S42413B,3,5.0
S42414A,2,5.0
S42414B,3,5.0
S42415A,2,5.0
S42415B,3,5.0
S42416A,2,5.0
S42416B,3,5.0
S42421A,2,5.0
S42421B,3,5.0
S42422A,2,5.0
S42422B,3,5.0
S42423A,2,5.0
S42423B,3,5.0
S42424A,2,5.0
S42424B,3,5.0
S42425A,2,5.0
S42425B,3,5.0
S42426A,2,5.0
S42426B,3,5.0
S42431A,2,5.0
S42431B,3,5.0
S42432A,2,5.0
S42432B,3,5.0
S42433A,2,5.0
S42433B,3,5.0
S42434A,2,5.0
S42434B,3,5.0
S42435A,2,5.0
S42435B,3,5.0
S42436A,2,5.0
S42436B,3,5.0
S42441A,2,5.0
S42441B,3,5.0
S42442A,2,5.0
S42442B,3,5.0
S42443A,2,5.0
S42443B,3,5.0
S42444A,2,5.0
S42444B,3,5.0
S42445A,2,5.0
S42445B,3,5.0
S42446A,2,5.0
S42446B,3,5.0
S42447A,2,5.0
S42447B,3,5.0
S42448A,2,5.0
S42448B,3,5.0
S42449A,2,5.0
S42449B,3,5.0
S42451A,2,5.0
S42451B,3,5.0
S42452A,2,5.0
S42452B,3,5.0
S42453A,2,5.0
S42453B,3,5.0
S42454A,2,5.0
S42454B,3,5.0
S42455A,2,5.0
S42455B,3,5.0
S42456A,2,5.0
S42456B,3,5.0
S42461A,2,5.0
S42461B,3,5.0
S42462A,2,5.0
S42462B,3,5.0
S42463A,2,5.0
S42463B,3,5.0
S42464A,2,5.0
S42464B,3,5.0
S42465A,2,5.0
S42465B,3,5.0
S42466A,2,5.0
S42466B,3,5.0
S42471A,2,5.0
S42471B,3,5.0
S42472A,2,5.0
S42472B,3,5.0
S42473A,2,5.0
S42473B,3,5.0
S42474A,2,5.0
S42474B,3,5.0
S42475A,2,5.0
S42475B,3,5.0
S42476A,2,5.0
S42476B,3,5.0
S42481A,2,5.0
S42482A,2,5.0
S42489A,2,5.0
S42491A,2,5.0
S42491B,3,5.0
S42492A,2,5.0
S42492B,3,5.0
S42493A,2,5.0
S42493B,3,5.0
S42494A,2,5.0
S42494B,3,5.0
S42495A,2,5.0
S42495B,3,5.0
S42496A,2,5.0
S42496B,3,5.0
S4290XA,2,5.0
S4290XB,3,5.0
S4291XA,2,5.0
S4291XB,3,5.0
S4292XA,2,5.0
S4292XB,3,5.0
S43001A,2,5.0
S43002A,2,5.0
S43003A,2,5.0
S43004A,2,5.0
S43005A,2,5.0
S43006A,2,5.0
S43011A,2,5.0
S43012A,2,5.0
S43013A,2,5.0
S43014A,2,5.0
S43015A,2,5.0
S43016A,2,5.0
S43021A,2,5.0
S43022A,2,5.0
S43023A,2,5.0
S43024A,2,5.0
S43025A,2,5.0
S43026A,2,5.0
S43031A,2,5.0
S43032A,2,5.0
S43033A,2,5.0
S43034A,2,5.0
S43035A,2,5.0
S43036A,2,5.0
S43081A,2,5.0
S43082A,2,5.0
S43083A,2,5.0
S43084A,2,5.0
S43085A,2,5.0
S43086A,2,5.0
S43101A,2,5.0
S43102A,2,5.0
S43109A,2,5.0
S43111A,2,5.0
S43112A,2,5.0
S43119A,2,5.0
S43121A,2,5.0
S43122A,2,5.0
S43129A,2,5.0
S43131A,2,5.0
S43132A,2,5.0
S43139A,2,5.0
S43141A,2,5.0
S43142A,2,5.0
S43149A,2,5.0
S43151A,2,5.0
S43152A,2,5.0
S43159A,2,5.0
S43201A,2,3.0
S43202A,2,3.0
S43203A,2,3.0
S43204A,2,3.0
S43205A,2,3.0
S43206A,2,3.0
S43211A,2,3.0
S43212A,2,3.0
S43213A,2,3.0
S43214A,2,3.0
S43215A,2,3.0
S43216A,2,3.0
S43221A,2,3.0
S43222A,2,3.0
S43223A,2,3.0
S43224A,2,3.0
S43225A,2,3.0
S43226A,2,3.0
S43301A,2,5.0
S43302A,2,5.0
S43303A,2,5.0
S43304A,2,5.0
S43305A,2,5.0
S43306A,2,5.0
S43311A,2,5.0
S43312A,2,5.0
S43313A,2,5.0
S43314A,2,5.0
S43315A,2,5.0
S43316A,2,5.0
S43391A,2,5.0
S43392A,2,5.0
S43393A,2,5.0
S43394A,2,5.0
S43395A,2,5.0
S43396A,2,5.0
S43401A,1,5.0
S43402A,1,5.0
S43409A,1,5.0
S43411A,2,5.0
S43412A,2,5.0
S43419A,2,5.0
S43421A,1,5.0
S43422A,1,5.0
S43429A,1,5.0
S43431A,2,5.0
S43432A,2,5.0
S43439A,2,5.0
S43491A,1,5.0
S43492A,1,5.0
S43499A,1,5.0
S4350XA,1,5.0
S4351XA,1,5.0
S4352XA,1,5.0
S4360XA,1,5.0
S4361XA,1,5.0
S4362XA,1,5.0
S4380XA,1,5.0
S4381XA,1,5.0
S4382XA,1,5.0
S4390XA,1,5.0
S4391XA,1,5.0
S4392XA,1,5.0
S4400XA,2,5.0
S4401XA,2,5.0
S4402XA,2,5.0
S4410XA,2,5.0
S4411XA,2,5.0
S4412XA,2,5.0
S4420XA,2,5.0
S4421XA,2,5.0
S4422XA,2,5.0
S4430XA,2,5.0
S4431XA,2,5.0
S4432XA,2,5.0
S4440XA,2,5.0
S4441XA,2,5.0
S4442XA,2,5.0
S4450XA,2,5.0
S4451XA,2,5.0
S4452XA,2,5.0
S448X1A,2,5.0
S448X2A,2,5.0
S448X9A,2,5.0
S4490XA,1,5.0
S4490XA,2,5.0
S4491XA,1,5.0
S4491XA,2,5.0
S4492XA,1,5.0
S4492XA,2,5.0
S45001A,2,5.0
S45002A,2,5.0
S45009A,2,5.0
S45011A,2,5.0
S45012A,2,5.0
S45019A,2,5.0
S45091A,2,5.0
S45092A,2,5.0
S45099A,2,5.0
S45101A,3,5.0
S45102A,3,5.0
S45109A,3,5.0
S45111A,3,5.0
S45112A,3,5.0
S45119A,3,5.0
S45191A,3,5.0
S45192A,3,5.0
S45199A,3,5.0
S45201A,2,5.0
S45201A,3,5.0
S45202A,2,5.0
S45202A,3,5.0
S45209A,2,5.0
S45209A,3,5.0
S45211A,2,5.0
S45211A,3,5.0
S45212A,2,5.0
S45212A,3,5.0
S45219A,2,5.0
S45219A,3,5.0
S45291A,2,5.0
S45291A,3,5.0
S45292A,2,5.0
S45292A,3,5.0
S45299A,2,5.0
S45299A,3,5.0
S45301A,1,5.0
S45302A,1,5.0
S45309A,1,5.0
S45311A,1,5.0
S45312A,1,5.0
S45319A,1,5.0
S45391A,1,5.0
S45392A,1,5.0
S45399A,1,5.0
S45801A,2,5.0
S45801A,1,5.0
S45802A,2,5.0
S45802A,1,5.0
S45809A,2,5.0
S45809A,1,5.0
S45811A,2,5.0
S45811A,1,5.0
S45812A,2,5.0
S45812A,1,5.0
S45819A,2,5.0
S45819A,1,5.0
S45891A,2,5.0
S45891A,1,5.0
S45892A,2,5.0
S45892A,1,5.0
S45899A,2,5.0
S45899A,1,5.0
S45901A,1,5.0
S45902A,1,5.0
S45909A,1,5.0
S45911A,1,5.0
S45912A,1,5.0
S45919A,1,5.0
S45991A,1,5.0
S45992A,1,5.0
S45999A,1,5.0
S46001A,1,5.0
S46002A,1,5.0
S46009A,1,5.0
S46011A,1,5.0
S46012A,1,5.0
S46019A,1,5.0
S46021A,1,5.0
S46022A,1,5.0
S46029A,1,5.0
S46091A,1,5.0
S46092A,1,5.0
S46099A,1,5.0
S46101A,1,5.0
S46102A,1,5.0
S46109A,1,5.0
S46111A,1,5.0
S46112A,1,5.0
S46119A,1,5.0
S46121A,1,5.0
S46122A,1,5.0
S46129A,1,5.0
S46191A,1,5.0
S46192A,1,5.0
S46199A,1,5.0
S46201A,1,5.0
S46202A,1,5.0
S46209A,1,5.0
S46211A,1,5.0
S46212A,1,5.0
S46219A,1,5.0
S46221A,1,5.0
S46222A,1,5.0
S46229A,1,5.0
S46291A,1,5.0
S46292A,1,5.0
S46299A,1,5.0
S46301A,1,5.0
S46302A,1,5.0
S46309A,1,5.0
S46311A,1,5.0
S46312A,1,5.0
S46319A,1,5.0
S46321A,1,5.0
S46322A,1,5.0
S46329A,1,5.0
S46391A,1,5.0
S46392A,1,5.0
S46399A,1,5.0
S46801A,1,5.0
S46802A,1,5.0
S46809A,1,5.0
S46811A,1,5.0
S46812A,1,5.0
S46819A,1,5.0
S46821A,1,5.0
S46822A,1,5.0
S46829A,1,5.0
S46891A,1,5.0
S46892A,1,5.0
S46899A,1,5.0
S46901A,1,5.0
S46902A,1,5.0
S46909A,1,5.0
S46911A,1,5.0
S46912A,1,5.0
S46919A,1,5.0
S46921A,1,5.0
S46922A,1,5.0
S46929A,1,5.0
S46991A,1,5.0
S46992A,1,5.0
S46999A,1,5.0
S471XXA,3,5.0
S471XXA,2,5.0
S472XXA,3,5.0
S472XXA,2,5.0
S479XXA,3,5.0
S48011A,3,5.0
S48012A,3,5.0
S48019A,3,5.0
S48021A,3,5.0
S48022A,3,5.0
S48029A,3,5.0
S48111A,3,5.0
S48112A,3,5.0
S48119A,3,5.0
S48121A,3,5.0
S48122A,3,5.0
S48129A,3,5.0
S48911A,3,5.0
S48912A,3,5.0
S48919A,3,5.0
S48921A,3,5.0
S48922A,3,5.0
S48929A,3,5.0
S49001A,2,5.0
S49002A,2,5.0
S49009A,2,5.0
S49011A,2,5.0
S49012A,2,5.0
S49019A,2,5.0
S49021A,2,5.0
S49022A,2,5.0
S49029A,2,5.0
S49031A,2,5.0
S49032A,2,5.0
S49039A,2,5.0
S49041A,2,5.0
S49042A,2,5.0
S49049A,2,5.0
S49091A,2,5.0
S49092A,2,5.0
S49099A,2,5.0
S49101A,2,5.0
S49102A,2,5.0
S49109A,2,5.0
S49111A,2,5.0
S49112A,2,5.0
S49119A,2,5.0
S49121A,2,5.0
S49122A,2,5.0
S49129A,2,5.0
S49131A,2,5.0
S49132A,2,5.0
S49139A,2,5.0
S49141A,2,5.0
S49142A,2,5.0
S49149A,2,5.0
S49191A,2,5.0
S49192A,2,5.0
S49199A,2,5.0
S4980XA,1,5.0
S4981XA,1,5.0
S4982XA,1,5.0
S4990XA,1,5.0
S4991XA,1,5.0
S4992XA,1,5.0
S5000XA,1,6.0
S5001XA,1,6.0
S5002XA,1,6.0
S5010XA,1,6.0
S5011XA,1,6.0
S5012XA,1,6.0
S50311A,1,6.0
S50312A,1,6.0
S50319A,1,6.0
S50321A,1,6.0
S50322A,1,6.0
S50329A,1,6.0
S50341A,1,6.0
S50342A,1,6.0
S50349A,1,6.0
S50351A,1,6.0
S50352A,1,6.0
S50359A,1,6.0
S50361A,1,6.0
S50362A,1,6.0
S50369A,1,6.0
S50371A,1,6.0
S50372A,1,6.0
S50379A,1,6.0
S50811A,1,6.0
S50812A,1,6.0
S50819A,1,6.0
S50821A,1,6.0
S50822A,1,6.0
S50829A,1,6.0
S50841A,1,6.0
S50842A,1,6.0
S50849A,1,6.0
S50851A,1,6.0
S50852A,1,6.0
S50859A,1,6.0
S50861A,1,6.0
S50862A,1,6.0
S50869A,1,6.0
S50871A,1,6.0
S50872A,1,6.0
S50879A,1,6.0
S50901A,1,6.0
S50902A,1,6.0
S50909A,1,6.0
S50911A,1,6.0
S50912A,1,6.0
S50919A,1,6.0
S51001A,1,6.0
S51002A,1,6.0
S51009A,1,6.0
S51011A,1,6.0
S51012A,1,6.0
S51019A,1,6.0
S51021A,1,6.0
S51022A,1,6.0
S51029A,1,6.0
S51031A,1,6.0
S51032A,1,6.0
S51039A,1,6.0
S51041A,1,6.0
S51042A,1,6.0
S51049A,1,6.0
S51051A,1,6.0
S51052A,1,6.0
S51059A,1,6.0
S51801A,1,6.0
S51802A,1,6.0
S51809A,1,6.0
S51811A,1,6.0
S51812A,1,6.0
S51819A,1,6.0
S51821A,1,6.0
S51822A,1,6.0
S51829A,1,6.0
S51831A,1,6.0
S51832A,1,6.0
S51839A,1,6.0
S51841A,1,6.0
S51842A,1,6.0
S51849A,1,6.0
S51851A,1,6.0
S51852A,1,6.0
S51859A,1,6.0
S52001A,2,5.0
S52001B,3,5.0
S52001C,3,5.0
S52002A,2,5.0
S52002B,3,5.0
S52002C,3,5.0
S52009A,2,5.0
S52009B,3,5.0
S52009C,3,5.0
S52011A,2,5.0
S52012A,2,5.0
S52019A,2,5.0
S52021A,2,5.0
S52021B,3,5.0
S52021C,3,5.0
S52022A,2,5.0
S52022B,3,5.0
S52022C,3,5.0
S52023A,2,5.0
S52023B,3,5.0
S52023C,3,5.0
S52024A,2,5.0
S52024B,3,5.0
S52024C,3,5.0
S52025A,2,5.0
S52025B,3,5.0
S52025C,3,5.0
S52026A,2,5.0
S52026B,3,5.0
S52026C,3,5.0
S52031A,2,5.0
S52031B,3,5.0
S52031C,3,5.0
S52032A,2,5.0
S52032B,3,5.0
S52032C,3,5.0
S52033A,2,5.0
S52033B,3,5.0
S52033C,3,5.0
S52034A,2,5.0
S52034B,3,5.0
S52034C,3,5.0
S52035A,2,5.0
S52035B,3,5.0
S52035C,3,5.0
S52036A,2,5.0
S52036B,3,5.0
S52036C,3,5.0
S52041A,2,5.0
S52041B,3,5.0
S52041C,3,5.0
S52042A,2,5.0
S52042B,3,5.0
S52042C,3,5.0
S52043A,2,5.0
S52043B,3,5.0
S52043C,3,5.0
S52044A,2,5.0
S52044B,3,5.0
S52044C,3,5.0
S52045A,2,5.0
S52045B,3,5.0
S52045C,3,5.0
S52046A,2,5.0
S52046B,3,5.0
S52046C,3,5.0
S52091A,2,5.0
S52091B,3,5.0
S52091C,3,5.0
S52092A,2,5.0
S52092B,3,5.0
S52092C,3,5.0
S52099A,2,5.0
S52099B,3,5.0
S52099C,3,5.0
S52101A,2,5.0
S52101B,3,5.0
S52101C,3,5.0
S52102A,2,5.0
S52102B,3,5.0
S52102C,3,5.0
S52109A,2,5.0
S52109B,3,5.0
S52109C,3,5.0
S52111A,2,5.0
S52112A,2,5.0
S52119A,2,5.0
S52121A,2,5.0
S52121B,3,5.0
S52121C,3,5.0
S52122A,2,5.0
S52122B,3,5.0
S52122C,3,5.0
S52123A,2,5.0
S52123B,3,5.0
S52123C,3,5.0
S52124A,2,5.0
S52124B,3,5.0
S52124C,3,5.0
S52125A,2,5.0
S52125B,3,5.0
S52125C,3,5.0
S52126A,2,5.0
S52126B,3,5.0
S52126C,3,5.0
S52131A,2,5.0
S52131B,3,5.0
S52131C,3,5.0
S52132A,2,5.0
S52132B,3,5.0
S52132C,3,5.0
S52133A,2,5.0
S52133B,3,5.0
S52133C,3,5.0
S52134A,2,5.0
S52134B,3,5.0
S52134C,3,5.0
S52135A,2,5.0
S52135B,3,5.0
S52135C,3,5.0
S52136A,2,5.0
S52136B,3,5.0
S52136C,3,5.0
S52181A,2,5.0
S52181B,3,5.0
S52181C,3,5.0
S52182A,2,5.0
S52182B,3,5.0
S52182C,3,5.0
S52189A,2,5.0
S52189B,3,5.0
S52189C,3,5.0
S52201A,2,5.0
S52201B,3,5.0
S52201C,3,5.0
S52202A,2,5.0
S52202B,3,5.0
S52202C,3,5.0
S52209A,2,5.0
S52209B,3,5.0
S52209C,3,5.0
S52211A,2,5.0
S52212A,2,5.0
S52219A,2,5.0
S52221A,2,5.0
S52221B,3,5.0
S52221C,3,5.0
S52222A,2,5.0
S52222B,3,5.0
S52222C,3,5.0
S52223A,2,5.0
S52223B,3,5.0
S52223C,3,5.0
S52224A,2,5.0
S52224B,3,5.0
S52224C,3,5.0
S52225A,2,5.0
S52225B,3,5.0
S52225C,3,5.0
S52226A,2,5.0
S52226B,3,5.0
S52226C,3,5.0
S52231A,2,5.0
S52231B,3,5.0
S52231C,3,5.0
S52232A,2,5.0
S52232B,3,5.0
S52232C,3,5.0
S52233A,2,5.0
S52233B,3,5.0
S52233C,3,5.0
S52234A,2,5.0
S52234B,3,5.0
S52234C,3,5.0
S52235A,2,5.0
S52235B,3,5.0
S52235C,3,5.0
S52236A,2,5.0
S52236B,3,5.0
S52236C,3,5.0
S52241A,2,5.0
S52241B,3,5.0
S52241C,3,5.0
S52242A,2,5.0
S52242B,3,5.0
S52242C,3,5.0
S52243A,2,5.0
S52243B,3,5.0
S52243C,3,5.0
S52244A,2,5.0
S52244B,3,5.0
S52244C,3,5.0
S52245A,2,5.0
S52245B,3,5.0
S52245C,3,5.0
S52246A,2,5.0
S52246B,3,5.0
S52246C,3,5.0
S52251A,2,5.0
S52251B,3,5.0
S52251C,3,5.0
S52252A,2,5.0
S52252B,3,5.0
S52252C,3,5.0
S52253A,2,5.0
S52253B,3,5.0
S52253C,3,5.0
S52254A,2,5.0
S52254B,3,5.0
S52254C,3,5.0
S52255A,2,5.0
S52255B,3,5.0
S52255C,3,5.0
S52256A,2,5.0
S52256B,3,5.0
S52256C,3,5.0
S52261A,2,5.0
S52261B,3,5.0
S52261C,3,5.0
S52262A,2,5.0
S52262B,3,5.0
S52262C,3,5.0
S52263A,2,5.0
S52263B,3,5.0
S52263C,3,5.0
S52264A,2,5.0
S52264B,3,5.0
S52264C,3,5.0
S52265A,2,5.0
S52265B,3,5.0
S52265C,3,5.0
S52266A,2,5.0
S52266B,3,5.0
S52266C,3,5.0
S52271A,3,5.0
S52271B,3,5.0
S52271C,3,5.0
S52272A,3,5.0
S52272B,3,5.0
S52272C,3,5.0
S52279A,3,5.0
S52279B,3,5.0
S52279C,3,5.0
S52281A,2,5.0
S52281B,3,5.0
S52281C,3,5.0
S52282A,2,5.0
S52282B,3,5.0
S52282C,3,5.0
S52283A,2,5.0
S52283B,3,5.0
S52283C,3,5.0
S52291A,2,5.0
S52291B,3,5.0
S52291C,3,5.0
S52292A,2,5.0
S52292B,3,5.0
S52292C,3,5.0
S52299A,2,5.0
S52299B,3,5.0
S52299C,3,5.0
S52301A,2,5.0
S52301B,3,5.0
S52301C,3,5.0
S52302A,2,5.0
S52302B,3,5.0
S52302C,3,5.0
S52309A,2,5.0
S52309B,3,5.0
S52309C,3,5.0
S52311A,2,5.0
S52312A,2,5.0
S52319A,2,5.0
S52321A,2,5.0
S52321B,3,5.0
S52321C,3,5.0
S52322A,2,5.0
S52322B,3,5.0
S52322C,3,5.0
S52323A,2,5.0
S52323B,3,5.0
S52323C,3,5.0
S52324A,2,5.0
S52324B,3,5.0
S52324C,3,5.0
S52325A,2,5.0
S52325B,3,5.0
S52325C,3,5.0
S52326A,2,5.0
S52326B,3,5.0
S52326C,3,5.0
S52331A,2,5.0
S52331B,3,5.0
S52331C,3,5.0
S52332A,2,5.0
S52332B,3,5.0
S52332C,3,5.0
S52333A,2,5.0
S52333B,3,5.0
S52333C,3,5.0
S52334A,2,5.0
S52334B,3,5.0
S52334C,3,5.0
S52335A,2,5.0
S52335B,3,5.0
S52335C,3,5.0
S52336A,2,5.0
S52336B,3,5.0
S52336C,3,5.0
S52341A,2,5.0
S52341B,3,5.0
S52341C,3,5.0
S52342A,2,5.0
S52342B,3,5.0
S52342C,3,5.0
S52343A,2,5.0
S52343B,3,5.0
S52343C,3,5.0
S52344A,2,5.0
S52344B,3,5.0
S52344C,3,5.0
S52345A,2,5.0
S52345B,3,5.0
S52345C,3,5.0
S52346A,2,5.0
S52346B,3,5.0
S52346C,3,5.0
S52351A,2,5.0
S52351B,3,5.0
S52351C,3,5.0
S52352A,2,5.0
S52352B,3,5.0
S52352C,3,5.0
S52353A,2,5.0
S52353B,3,5.0
S52353C,3,5.0
S52354A,2,5.0
S52354B,3,5.0
S52354C,3,5.0
S52355A,2,5.0
S52355B,3,5.0
S52355C,3,5.0
S52356A,2,5.0
S52356B,3,5.0
S52356C,3,5.0
S52361A,2,5.0
S52361B,3,5.0
S52361C,3,5.0
S52362A,2,5.0
S52362B,3,5.0
S52362C,3,5.0
S52363A,2,5.0
S52363B,3,5.0
S52363C,3,5.0
S52364A,2,5.0
S52364B,3,5.0
S52364C,3,5.0
S52365A,2,5.0
S52365B,3,5.0
S52365C,3,5.0
S52366A,2,5.0
S52366B,3,5.0
S52366C,3,5.0
S52371A,2,5.0
S52371B,3,5.0
S52371C,3,5.0
S52372A,2,5.0
S52372B,3,5.0
S52372C,3,5.0
S52379A,2,5.0
S52379B,3,5.0
S52379C,3,5.0
S52381A,2,5.0
S52381B,3,5.0
S52381C,3,5.0
S52382A,2,5.0
S52382B,3,5.0
S52382C,3,5.0
S52389A,2,5.0
S52389B,3,5.0
S52389C,3,5.0
S52391A,2,5.0
S52391B,3,5.0
S52391C,3,5.0
S52392A,2,5.0
S52392B,3,5.0
S52392C,3,5.0
S52399A,2,5.0
S52399B,3,5.0
S52399C,3,5.0
S52501A,2,5.0
S52501B,3,5.0
S52501C,3,5.0
S52502A,2,5.0
S52502B,3,5.0
S52502C,3,5.0
S52509A,2,5.0
S52509B,3,5.0
S52509C,3,5.0
S52511A,2,5.0
S52511B,3,5.0
S52511C,3,5.0
S52512A,2,5.0
S52512B,3,5.0
S52512C,3,5.0
S52513A,2,5.0
S52513B,3,5.0
S52513C,3,5.0
S52514A,2,5.0
S52514B,3,5.0
S52514C,3,5.0
S52515A,2,5.0
S52515B,3,5.0
S52515C,3,5.0
S52516A,2,5.0
S52516B,3,5.0
S52516C,3,5.0
S52521A,2,5.0
S52522A,2,5.0
S52529A,2,5.0
S52531A,2,5.0
S52531B,3,5.0
S52531C,3,5.0
S52532A,2,5.0
S52532B,3,5.0
S52532C,3,5.0
S52539A,2,5.0
S52539B,3,5.0
S52539C,3,5.0
S52541A,2,5.0
S52541B,3,5.0
S52541C,3,5.0
S52542A,2,5.0
S52542B,3,5.0
S52542C,3,5.0
S52549A,2,5.0
S52549B,3,5.0
S52549C,3,5.0
S52551A,2,5.0
S52551B,3,5.0
S52551C,3,5.0
S52552A,2,5.0
S52552B,3,5.0
S52552C,3,5.0
S52559A,2,5.0
S52559B,3,5.0
S52559C,3,5.0
S52561A,2,5.0
S52561B,3,5.0
S52561C,3,5.0
S52562A,2,5.0
S52562B,3,5.0
S52562C,3,5.0
S52569A,2,5.0
S52569B,3,5.0
S52569C,3,5.0
S52571A,2,5.0
S52571B,3,5.0
